text,tox_score,source,has_polite,label,has_strong_obscene,has_mild_negative,gold_label,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENNEWLINE_TOKEN I have to put this as sittign here cackling my head off.  Are you peopel on leave from a psyche hospital?  I just found the following post from prissy Dame Ewart on some other user's talk page.NEWLINE_TOKENNEWLINE_TOKENIts all very weird.  This Gretaw is not me.  It seems she also is offended by Dame Sara so good on her.  Fancy this Sarah going to anothers talk page and speakign to them as though they are someone else.  That is so wacko.  Shows how you guys are.  Very delusional.NEWLINE_TOKENNEWLINE_TOKENIts a delicious honour to be blocked from you feral ninnys.  TY for the compliment.  I just edit on Help.com but really, what a waste of time editing anywhere, especially when no one pays for the effort.NEWLINE_TOKENNEWLINE_TOKENEnsure Dame Sarah reads this below the obvious delusional it is.  No one presumes to that extent unless the need some help.NEWLINE_TOKENNEWLINE_TOKENWhy would I register an accoutn when I wont even sign posts, (too much IT nous for that whereas the rest of u dont it seems).  NEWLINE_TOKENNEWLINE_TOKEN``User talk:GretawNEWLINE_TOKENFrom Wikipedia, the free encyclopediaNEWLINE_TOKENNEWLINE_TOKENJump to: navigation, searchNEWLINE_TOKEN1.Please assume good faith when dealing with other editors. See Wikipedia:Assume good faith for the guidelines on this.  Longhair\talk  NEWLINE_TOKEN2.Wikipedia guidelines dictate that you assume good faith in dealing with other editors. Please stop being uncivil to your fellow editors, and assume that they are here to improve Wikipedia. Thank you.  Bidgee  NEWLINE_TOKEN[edit] GundagaiNEWLINE_TOKENMs Gundagai, normally I would be thrilled to be the centre of so much attention (so far all your edits, except those to your userpage, have been devoted to me), but article talk pages are for discussing the article, not for making personal attacks on other users. If you wish to give me feedback, I would be most interested to read it. The appropriate place for such postings is my userpage, not article or project space.NEWLINE_TOKENIf you truly object to editors ``fiddling...and inteferring with some else's words,`` then you might want to consider whether Wikipedia is the right place for you. Every time you make an edit, you acknowledge acceptance that your edits may be edited any number of times by any number of people. At the bottom of each edit page is this statement: ``If you don't want your writing to be edited mercilessly or redistributed by others, do not submit it.``NEWLINE_TOKENI strongly caution you about continuing to make personal attacks on other users. The community condemns personal attacks, and should you choose to continue making them, it will result in further and longer range blocks. It's very easy to avoid such blocks by simply commenting on article content instead of editors. I'm sure we can all work together constructively and productively if we refrain from making comments about other users.NEWLINE_TOKENI am very pleased that you now have an account and I think this is a sign of good faith on your behalf. So thankyou for that. I hope we are able to get these issues resolved so you may be able to enjoy contributing to Wikipedia. Sarah Ewart (Talk) ```",0.6,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Your contributions to Ben CaplanNEWLINE_TOKENPlease do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
":The Bart Simpson ShowNEWLINE_TOKENWelcome to Wikipedia! We could really use your help to create new content, but your recent additions (such as The Bart Simpson Show) are considered nonsense. Please refrain from creating nonsense articles. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.",0.363636364,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKEN:: Well you are ridiculous, in fact I suspect that you are Calton, please block me, I dont care....",0.7,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKENPlease do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.  - /",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENNEWLINE_TOKEN== SockPuppett? Come on! ==NEWLINE_TOKENNEWLINE_TOKENHi Chubbles! First of all, thanks for your cool comments on the Die Mannequin articles for deletion page. This guy brianyoumans is completely nuts! Second, I must tell you that the unsigned message left by TomasArgon as nothing to do with me. I don't know the person and I AM NOT this person. This is NOT a case of sockpuppetry at all even if this person used the term ``Strong Keep``, as I did. I would appreciate if you would remove that SockPuppett tag cause that is not the case and it hurts my reputation. Thanks for understanding. I don't have time to lose using sockpuppets anyway. Have a nice day, and again, thanks for your no-nonsense approach! `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENNEWLINE_TOKEN==persistent vandalism==NEWLINE_TOKENPlease do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.  (  | contrib) `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`, 2 December 2006 (UTC)NEWLINE_TOKENNEWLINE_TOKEN:What does this have to do with NEW antisemitism, which is about the RELATIONSHIP between the alleged antisemitism of the left, the far right, and Islam? We have already touched on these issues with Lewis, which is enough because it's not strictly on-topic, so to add more would be ridiculous. Please add it to Islam and antisemitism.   03:37`",0.5,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKEN== Your edits to Heidi%20Klum: ==NEWLINE_TOKENNEWLINE_TOKENPlease do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENNEWLINE_TOKENI am prepared to accept 'Matt57's suggestion that my note appear on the Qur'an page (under the ``Format of the Qur'an`` section) rather than on each sura page - thank you for this constructive proposal, finally!  NEWLINE_TOKENNEWLINE_TOKENAs for 'ALM', Wikipedia guidelines to avoid disputes state: ``Be respectful to others and their points of view.`` Your description of my note as ``this useless thing`` is insulting, disrespectful and simply wrong - as a scientist(?) you need to learn to assess information on its merits (not on knee-jerk prejudice), as a person you need to learn some manners.  `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKEN== Simon Rex ==NEWLINE_TOKENNEWLINE_TOKENPlease do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENRemoved the following which had no place and no reason to be in an ENCYCLOPEDIA article and which could be taken as a personal attack:NEWLINE_TOKENNEWLINE_TOKEN:Account of kinky sexual liaison in 1962NEWLINE_TOKEN:In 1978 Harlan Ellison recounted as if telling a factual story how in 1962 he had ended a consensual sexual encounter, after tying his partner in the living-room of her parents' house so that she was naked and unable to move or release herself, by leaving her there to be discovered by her parents. The veracity of his own account cannot be determined; it resembles a common urban legend.NEWLINE_TOKENNEWLINE_TOKENAlso changed subtitle that may have been legally actionable and was undoubtedly a personal attack. It was put up 22 November 2006, reverted 28 November 2006, and has been there until now. Look for this abuse to return soon.NEWLINE_TOKEN NEWLINE_TOKEN Facts are stubborn.  NEWLINE_TOKEN: The US Federal government's definition of sexual assault includes ``inappropriate touching`` (see ) Ellison's sexual assault on Willis at the Hugo Awards is thoroughly documented to an unusual extent for any encyclopedia: to use correct terminology for an event that is completely verifiable is certainly not actionable.NEWLINE_TOKEN:::The first of the 'Three Most Important Things' anecdote was retitled by an anon editor who objected to having Ellison's self-described behavior referred to as 'sexual assault'. I put it back in because it is sourced as well as any of the other controversies and is certainly notable: Ellison not only published the anecdote he told, but is reported to have recounted it several times at conventions.  NEWLINE_TOKENNEWLINE_TOKEN::Provided it is from a reliable sourced (it is) and we make it clear it's veracity is uncertain (we do) there are only two other issues. Is it sufficiently noteable (appears to be but can't say for sure) and is it documented as controversial (no clear info on this)? The fact that you and I may think it is controversial is irrelevant if it isn't documented as controversial. Given it's noteability, there might be merit to include it somewhere else if it isn't documented as controversial but not in the controversies section  NEWLINE_TOKEN::: Will try to find documentation of controversy: what controversy I'm aware of occurred exclusively in fandom, which tends not to be documented up to Wikipedia standards.  NEWLINE_TOKEN::::deleted portion had nothing to do with Connie Willis incident. It was the quoted section from his essay. Pointless, with a title that amounts to a personal attack. It came back. It has been removed again. Please do not turn this into an edit war, but consider why you feel the need to hate Mr. Ellison and to continual find ways to attack him in an encyclopedia. Facts are stubborn.  NEWLINE_TOKEN::::: Please remember: assume good faith. Accusations that wiki editors include information in biographies based on personal animosity towards the subject, is hardly an assumption of good faith. This anecdote is directly sourced to Ellison: it may or may not to be true, but not only did he repeat it at several conventions, he also published it under his own name as something he had done. It is therefore quite literally a self-incriminating account of a sexual assault Ellison carried out, or said he did, in 1962. The argument has been made that this is ``not controversial``, and therefore ought to be under a different section: I cannot, however, see any good reason to remove it altogether: though as you will see other anecdotes that are not sourced have been removed.  NEWLINE_TOKEN::::::I can still see no reason that this incident should even be in an ``encyclopedia``, even a self-labeled one. Use of the inflammatory label ``sexual assault`` appears to meet standard of personal attack, and if it cannot be supported in its legal meaning, it is actionable.NEWLINE_TOKEN::::::I also do not see why that particular terminology is so important when there are other terms that would not look like personal attack could easily be substituted. The insistance on the use of the term assult is my reason for not being able to assume good faith. ''(Aside: ``as",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haunted Angel you will pay for this when you get to heaven and God casts you into Hell. Boy you really have an awful fate. But if you recieve Jesus now and believ he died for your sins then you will be born again and saved. Then you will go to Heaven. So please will you accept the Lord and be reedemed. I beg you for the sake of your soul accept Jesus before its too late.  NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN,0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKEN==Sfacets reply to uber== NEWLINE_TOKEN  + The following conversation you will find on uber's talk page, it clearly shows he has personal agenda here, he calls other people idiots and now he has others against me, i do not care if all the world is against me, i can manage that, but he is the one who calls people idiots and more... NEWLINE_TOKEN  + No Personal attacks NEWLINE_TOKEN  + With regards to your comments on Talk:Execution_of_Saddam_Hussein#External_Links_.26_Spam.3F: Please see Wikipedia's no personal attacks policy. Comment on content, not on contributors; personal attacks damage the community and deter users. Note that continued personal attacks may lead to blocks for disruption. Please stay cool and keep this in mind while editing. Thank you. Sfacets  NEWLINE_TOKEN  +  NEWLINE_TOKEN  + I only state the facts. Sorry. I dictate my External Links edits per Wikipedia's policy. ~ UBeR   NEWLINE_TOKEN  + Does the policy also cover calling other editors idiots? Comment on the edits, not the editor. Sfacets   NEWLINE_TOKEN  + I don't believe I ever called you an idiot. If I did, I apologize and will remove it. ~ UBeR   NEWLINE_TOKEN  + First of all, he did not apologize, second of all, again, he replied to sfacets (who i believe is an administrator) that he is just following wiki policy, no he is not, as simple as that. NEWLINE_TOKEN  + Why should I waste any more of my time, the above is black and white. NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENOk, i concede that relatives may be unnecessary in infoboxes from Wikipedia's POV, as sad as that makes me, but you would do well to stop using air quotes (ie. where you found your ``example``) and phrases such as ``If you actually read the Padme and Jabba articles`` and ``Please read the entire MOS`` after i said I had read it. It makes your comments seem uncivil. If you wish to call me stupid or ignorant, then say so and risk banning, don't skirt the issue.  `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENI partially agree to this. Some UNNECESSARY, RUDE, HORRIBLE opinions have been posted about this school. Please refrain from making useless and annoying comments.NEWLINE_TOKENAnonymousNEWLINE_TOKENP.S. Positive comments about this school should be correct and factual, too.",0.5,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
", 18 January 2007 (UTC)NEWLINE_TOKENNEWLINE_TOKENOh you dont say!! I think you will find it very clear from everything I have contributed towards on wikipedia that concerns this subject, that I am the one who has clarrified that it was a Muslim-Christian conflict. And no, once again, you are very biased, and lack alot of knowledge about your own faith. Yes, there were Europeans, the 'west', what were they then,?? Africans, Asians?? that part of the world is called Europe. The crusaders came from all over Europe, so get that right for starters. And let me tell you this, these muslims who were 'invading' Byazantinian lands, were the people of the middle east who were conquered by the byzantinians. These 'pleaing' byzantinians, along with the ROMAN catholics were all trinitarian christians, and remenat of the pagan Roman Religeon (due to the inevitable spread of true jesuit unitarian christianity, the roman empire found itself in a critical position and had to adopt the christian faith and embed it in their previous pagan beliefs, hence the celebration of sunday- rather than the jesuit saturday- sunday was tthe holy day for pagan romans. The cross, a pagan roman sign-never adopted by jesus. the fish, a pagan Egyptian sign adopted by the romans, the trinity, the whole tihing about the vatican in rome etc etc.)were massacring the indigenous people of the levant which they occupied, who were mostly unitarian sects of christianity, and the followers of the more accurate versions of the gospel (which weree written fairly shortly after Jesus's ascent-not the centuries old, heavily altered versions you follow). These Unitarians had prophecies in their gospels of  the coming of a final prophet, and the signs and times pointed to Mohammad and most of them adopted Islam, because they knew Mohammad was their prophet, as prophesized by Jesus. The byzantinians (romans) were killing them and there familys, and they were deemed by the church at the councils of nicea as heretics, so the mass population who were invaded by romans, were indeed monotheistic Unitarians. The Muslims liberated these people of the land from the tyrant byzantinians. Even under Islamic rule, the roman minority citizens were left to live in peace amongst the Muslims, and a testimony to this is the fact that these same roman minorities still live on in  the middle east.NEWLINE_TOKENJerusalem was sacked ny the romans, and its people liberated by the Muslims.NEWLINE_TOKENAnd were YOU aware that the inquisition (which by the way you put it acted independantly from the church-stop lying, the church was the ultimate ruler as everyone knows, which murdered science and scientists and had complete control over everyone-as seen by the call to the crusades. You are an apologetic, not muslims, everything was done in the name of the church, why, even colonialists came into countries and plundered them with priests accompanying them)You claim it has nothing to do with the church-and I never said that the inquisition was called for by the pope, where did you get that rubbish from?? dont put words in my mouth-however, up until the 18th /19th century, the bodies and skeletons of muslims and 'heretics' killed by the inquisition were still hangig from the ceilings of churches!! The church is the one who deems people as heretics, and is the one who approved of the killings full stop. Please dont try to correct me before you yourself go and do some academic unbiased research like I did, most of my sources were non muslim sources that were ballanced. (obviously unlike you)NEWLINE_TOKENAnd about the pope issuing edicts against the killing of muslims or Jews, well what do you mean THE pope, dont you mean, A pope (there were many you know). And this is about the inquisittion and not the pope, perhaps a pope at a different time to the inquisition said that they (logically) shouldnt kill other people like barbarians, Im not doubting, you, but it would be helpful if you could mention the name. Again, dont go off the topic, this was about hte inquisition.NEWLINE_TOKENAnd yes, I bloomin love life under Islam, as a woman I feel liberated and free, and as an environmentallist and a concerned person for childrens rights i feel supported, and as a lover of logic and equality I feel I found the truth (there was a debate in the church at one point and they were discussing whether or not women were humans!!!!) If it wasnt for Islam the motor wouldnt have been invented (the crank shaft) tall buildings (dur to architectural techniques) education including higher education for all sexes classes and colours, merit was becasue of knowledge, and not wealth, and there is so much more that is owed to them, basically, we would have stil been living in huts right now if it wasnt for them, and dont forget that the romans forcibly converted us to roman 'christianity' when they invaded us. I love Islam, and YOU are showing everybody how ignorant YOU are by exposing your complete lack of knowledge (and trying to stray off the arguame",0.4,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENFirstly I note that you posted a header disputing the neutrality of passages. You gave one example and have been shown to be incorrect. You were asked to provide examples of authoritative R.C.C teaching documents to prove your assertion that Adam and Eve were not individual people according to its teaching - you have failed to do so. In the absence of reliable citations from you to support the warning headers it would appear you are expressing a POV and therefore the headers are not justified. Finally could you please show me where I called you stupid, with respect you seem to be making some very rash claims.",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWLINE_TOKENNEWLINE_TOKEN== Porn email ==NEWLINE_TOKENNEWLINE_TOKENI was wondering why you sent me all that porn via email. I dont appriciate that kind of behavior and it has been reported to your ISP (Which is DFW.FIOS-Verizon by the way). I found that material insane and offensive and would appriciate it if you never send me that material again. Thank you goodbye.NEWLINE_TOKENNEWLINE_TOKEN,0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKEN== Stop Vandalizing Wikipedia! ==NEWLINE_TOKENNEWLINE_TOKENDon't vandalize, jerk. Your messing up the articles with nonsense. Please stop or be blocked!",0.6,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,uncivil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWLINE_TOKENNEWLINE_TOKEN== Please Read References before Deleting the Facts! ==NEWLINE_TOKENNEWLINE_TOKENDid you read the references before deleting the facts? Did you verify the information that you have reverted to? You have reverted to unsupported and unsubstantiated propaganda.NEWLINE_TOKENYou are violating Wikipedia policies and you are as rude as it can be (calling my posts as nonsense)!,0.4,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKEN== Liverpool FC ==NEWLINE_TOKENNEWLINE_TOKENThere has been an increasing alarm of bald men coming about, people think this is stress related but others think that it is just Bold textJimon Timon disease.Bold text This disease is spreading at an alarming rate so please lock up your husbands who are 40 and older becasue they could be at serious risk of catching this terrible disease. All people under the age of 30 are fine except Dan Timon who the disease has already reached so please stay away, he has also got Crabs and Gonnorrehea in his groin.",0.4,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKEN Please stop adding nonsense to Wikipedia. It is considered vandalism which, under Wikipedia guidelines, can lead to blocks being applied. If you would like to experiment again, please use the sandbox.",0.4,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWLINE_TOKENYeah thanks to however did that because now the stupid fish guy can get off on stupid information Wrestlinglover420,0.8,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENNEWLINE_TOKEN why are you trying to make me really mad saying im creating multiple accounts when on this very site someone posted on the ``help`` desk about you being known for creating multiple accounts on yahoo answers warning wikipedia about you and that you are known for harrasing and insulting people now that i read your comments about me i will say be more professional just because you do those things that doesnt mean everybody else does, Im not the only person on wikipedia that has problems and believes this is pretty much a joke encyclopedia any person in their right mind knows that a real encyclopedia isnt supposed to look this way so i will advice you dont talk about me and get me started with you because your making the nicaragua article all about your opinion what you think not the truth so dont talk about what you dont know talk what you know. And please tell me who else am i ``jujube`` ``agrofe`` please dont be rediculous. That girl was right about you maybe i will do my search on you in yahoo answers `",0.5,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bold textPosted by someone else from here on (I couldn't figure out how to make my own post, sorry!): Its actually generally the later Diablos that weren't RWD since Audi took over in 1996.  Although the VT has always been AWD/4WD (I have no idea what the difference is if there is one!) and perhaps the only AWD/4WD Diablo (I'm not sure!) Audi began to produce more models of VT (i.e. the VT 6.0, VT 6.0 SE and the VT Millenium Roadster as well as the previously made VT and VT Roadster) because of their stupid beliefs about sensible 4WD being better than the more dangerous yet obviously more thrilling RWD mainly due to the danger factor!NEWLINE_TOKENNEWLINE_TOKENNow all Lamborghinis made are AWD/4WD however and that's thanks to Audi who have Audified the entire Lamborghini model range in probably every way!  Oh well, at least Lamborghini were able to produce the Diablo SE30 Jota before it all went wroong...NEWLINE_TOKENNEWLINE_TOKEN",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`::I'd hoped for a better, more neutral response from you, but apparently you too have your own biases. Even if my remarks in that in exchange were indeed ``especially`` incivil and immature (which is an absolutely ridiculous proposition, I'd say), I'd at least expect you to give me the slightest bit of credit for the rather magnanimous step I took in apoligizing to Clio. But no such luck.NEWLINE_TOKENNEWLINE_TOKEN::I think you may be mistaken in your assertion that Clio and myslef have ``buried the hatchet``. I may have ``buried the hatchet`` with her through my unqualified, unconditional apology, only to get a lukewarm ``ok-I'll-accept-your-apology-but-you're-still-wrong-and-I'm-still-right-so-please-continue-to-stay-away-from-me`` response. The ``hatchet`` is only half buried at this point.NEWLINE_TOKENNEWLINE_TOKEN::As for having a giant chip on my shoulder, how, in God's name, can describe me in such a way, after taking such an extremely magnaminous step in offering such an apology? One would only hope for praise for taking such a bold, magnanimous step, rather than yet further insults as to immaturity. My apology was indeed the most mature thing I've ever seen on wikipedia. Shame on you for giving me absolutely no credit for it. You're certainly a rather poor admin afterall. Block me again if you wish, if you feel I've insulted you. I'll just award myself another resilience barnstar for it.  NEWLINE_TOKENNEWLINE_TOKEN`",0.8,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"}==NEWLINE_TOKENWelcome to Wikipedia! We welcome your help to create new content, but your recent additions (such as Haile middle) are considered nonsense. Please refrain from creating nonsense articles. If you want to test things out, edit the sandbox instead. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please do not remove edits on Talk pages. That is just stupid.,0.5,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENNEWLINE_TOKEN``had you done it before and had included an accessible web-link when you had created the article, we wouldn't be here now`` Oh thank you, Little Big Man. It's a lesson for all of us: ignorant lazy pigs demand feedbags. http://ecl.dukejournals.org/content/vol31/issue1/  `",0.7,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENNEWLINE_TOKEN==Your edit to Harrison Fisher==NEWLINE_TOKENPlease do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.     `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENNEWLINE_TOKEN==Map in the Politics Section==NEWLINE_TOKENNEWLINE_TOKENWhat the hell, that thing looks ridiculous. Look, we can include Maryland and Delaware as being ``part of the South`` to humor those not living in reality, but only on a token basis. We're not actually supposed to try and integrate the two states into Southern society when they really don't belong!NEWLINE_TOKENNEWLINE_TOKENThat being said, the map of Southern electoral votes is completely absurd. You've got this big red mass with a tiny little speck of blue at the top that obviously doesn't belong, but we're just going to pretend like Maryland and Delaware aren't two of the most heavily Democratic states in the whole damn country. NEWLINE_TOKENNEWLINE_TOKENNow, let's see, politically, who would be a closer match to Maryland and Delaware? Why, Pennsylvania, New York, New Jersey, Illinois, Massachusetts, Connecticut, Rhode Island...NEWLINE_TOKENNEWLINE_TOKENOh, all Northern states. NEWLINE_TOKENNEWLINE_TOKENLike I said, I'll pretend, for the sake of mollifying the hard-liners, that Maryland and Delaware are ``border states.`` Everyone knows, though, that they're actually not, and including them in an article about Southern politics, when their own political sentiments are so flagrantly Northern, is silly.  Somebody please fix or remove this map, as it's misleading. NEWLINE_TOKENNEWLINE_TOKEN Nanaszczebrzeszyn`",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKEN:::Nope never denied being DreamGuy, and in fact I announced it to several admins recently. Emailed Durova, Bishonen, BunchofGrapes, FloNight and other admins to explicitly tell them I was DreamGuy and not the person Durova assumed I was without evidence and blocked me for being (Durova then later came up with a rationalization that the block should stand anyway despite the given reason for the block being false). Also put a notice on  that ``I also typically don't bother to sign on. That makes it more difficult for the stalkers, spammers, POV-pushers and a couple of rogue admins with vendettas to harass me all the time...`` There's no policy that says anyone has to sign in, so these accusations are particularly lame.   NEWLINE_TOKENNEWLINE_TOKEN==Can someone please undo the vandalism to the user page here==NEWLINE_TOKEN tagged the user page with a false sockpuppet notice. There is no rule saying people have to be signed in when editing (and, in fact I have been encouraged to not sign in as certain problem editors like Elonka and Gene_Pool go around harassing me), and there was no deception or multiple accounts used to try to mislead anyone, so being on an IP is not at all the same as being a sockpuppet. NEWLINE_TOKENNEWLINE_TOKENNot to mention the cartoon is just stupid and not what a serious encyclopedia should have anyway.   `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKEN:To prove my point, one of the people responsible for this nonsense just tried to hide the truth.  I'm not going to bother reverting anymore, but I'm going to leave a large comment to make the trick impossible to miss.  Goodbye and thank you for removing any doubt in my mind about the pointlessness of trying to help Wikipedia.",0.4,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENNEWLINE_TOKEN: Please stop adding nonsense to Wikipedia, as you did to Spyware. It is considered vandalism, which under Wikipedia policy, can lead to blocking of editing privileges. If you would like to experiment again, please use the sandbox.      `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
