text,tox_score,source,has_polite,label
"`NEWLINE_TOKENNEWLINE_TOKEN== I DID NOT REMOVE ANY WARNINGS. YOU ARE THE ONE DOING THAT, VIOLATING WIKIPEDIA POLICY ==NEWLINE_TOKENNEWLINE_TOKEN==The following is a COMPLAINT AGAINST  for harassing user's about this page==NEWLINE_TOKENNEWLINE_TOKEN==It seems that many users have had problems with  harassment and vandalism==NEWLINE_TOKENNEWLINE_TOKEN, why do you continually harass other users and then falsly accuse them of ``vandalism`` or other wiki-infringements? Please, do not delete this comment, I am only here as a mediator and this is NOT a personal attack. Only a simple question as to what motivates you to defame other users.NEWLINE_TOKENNEWLINE_TOKEN:Here are the examples that I have compiled since being introduced to this issue. We have  who complains about your harassment on this talk page above. “I have not attacked you. Actually, quite the reverse. I have not exercized censorship. Quite the reverse. What's it called when you accuse others of being something that you actually are?”NEWLINE_TOKENNEWLINE_TOKEN: describes your actions as “rootless accusations of ``vandalism`` in response to my recent edit of the wikipedia article ``police state`` don't even pass the straight face test.”NEWLINE_TOKENNEWLINE_TOKEN: even took the time to write a letter to the administrators about your behavior.NEWLINE_TOKENNEWLINE_TOKEN:Dear Administrators:NEWLINE_TOKEN:``I would like to file a complaint against user ``nescio`` for wanton vandalism of the article entitled ``Police State``. User Nescio has been deleting sections of the article he or she personally disagrees with e.g. historical police state examples `` Chile under the dictatorship of Augusto Pinochet`` and ``Argentina under the Proceso de Reorganización Nacional``, as well as other examples . This childish and irrational behaviour has resulted in a blatant misrepresentation of the facts, which is detrimental to Wikipedia's credibility and accuracy. I have tried to reason with this user, but it is unfortunately to no avail.NEWLINE_TOKEN:Regretfully , I have no choice but to request that this user be blocked from editing at this time. NEWLINE_TOKEN:Sincerely yours,NEWLINE_TOKEN:User Winston SmithNEWLINE_TOKENNEWLINE_TOKEN: describes you as “the worst editor I have EVER encountered on wikipedia” while encouraging you to “Please stop this childish behavior.”NEWLINE_TOKENNEWLINE_TOKEN: had his warnings to you about harassment deleted and reported you as a vandal * has repeatedly reverted to prior revisions of the police state article after being instructed to view the discussion page. I then placed a warning on  talk page, which he promptly removed. He continues to remove the warnings.  has requested sources for the addition, at least five have been provided, yet  refuses to acknowledge their existence and insists on trying to incite an edit war.      is continuing to remove edits and warnings of mine from his talk page  while falsely accusing me of stalking  and sock puppetry.     NEWLINE_TOKENNEWLINE_TOKEN:: I have to say that Nescio and others had understandable grounds on which to suspect you of sockpuppetry. Fact is, you appeared on scene the day of/shortly after three genuine sockpuppets appeared, and you shared the same POV and short history of editing.  NEWLINE_TOKENNEWLINE_TOKEN:::Please explain what makes you think that  is a sockpuppet? Can you cite these actions of VinnyCee that are considered to be those of a sock-puppet?  NEWLINE_TOKENNEWLINE_TOKEN:::: I just did. It turns out that Vinny Cee is not a sockpuppet (at least, of anything we checked), but there was good reason to suspect she was.  NEWLINE_TOKENNEWLINE_TOKEN:::::So VinnyCee is not'' a sock puppet. This means that Nescio's accusation of him being a sock puppet is false. Did you ``check`` into whether the other accusations made by Nescio against other users are also false? I would bet that they are.  NEWLINE_TOKENNEWLINE_TOKEN:It seems that you harass anyone who attempts to edit the Police state article without your viewpoint. This is against [[WP:NP",0.4,wiki_attacks,True,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKEN==The following is a COMPLAINT AGAINST  for harassing user's about the Police State page==NEWLINE_TOKENNEWLINE_TOKEN==It seems that many users have had problems with  harassment and vandalism==NEWLINE_TOKENNEWLINE_TOKEN, why do you continually harass other users and then falsly accuse them of ``vandalism`` or other wiki-infringements? Please, do not delete this comment, I am only here as a mediator and this is NOT a personal attack. Only a simple question as to what motivates you to defame other users.NEWLINE_TOKENNEWLINE_TOKEN:Here are the examples that I have compiled since being introduced to this issue. We have  who complains about your harassment on this talk page above. “I have not attacked you. Actually, quite the reverse. I have not exercized censorship. Quite the reverse. What's it called when you accuse others of being something that you actually are?”NEWLINE_TOKENNEWLINE_TOKEN: describes your actions as “rootless accusations of ``vandalism`` in response to my recent edit of the wikipedia article ``police state`` don't even pass the straight face test.”NEWLINE_TOKENNEWLINE_TOKEN: even took the time to write a letter to the administrators about your behavior.NEWLINE_TOKENNEWLINE_TOKEN:Dear Administrators:NEWLINE_TOKEN:``I would like to file a complaint against user ``nescio`` for wanton vandalism of the article entitled ``Police State``. User Nescio has been deleting sections of the article he or she personally disagrees with e.g. historical police state examples `` Chile under the dictatorship of Augusto Pinochet`` and ``Argentina under the Proceso de Reorganización Nacional``, as well as other examples . This childish and irrational behaviour has resulted in a blatant misrepresentation of the facts, which is detrimental to Wikipedia's credibility and accuracy. I have tried to reason with this user, but it is unfortunately to no avail.NEWLINE_TOKEN:Regretfully , I have no choice but to request that this user be blocked from editing at this time. NEWLINE_TOKEN:Sincerely yours,NEWLINE_TOKEN:User Winston SmithNEWLINE_TOKENNEWLINE_TOKEN: describes you as “the worst editor I have EVER encountered on wikipedia” while encouraging you to “Please stop this childish behavior.”NEWLINE_TOKENNEWLINE_TOKEN: had his warnings to you about harassment deleted and reported you as a vandal * has repeatedly reverted to prior revisions of the police state article after being instructed to view the discussion page. I then placed a warning on  talk page, which he promptly removed. He continues to remove the warnings.  has requested sources for the addition, at least five have been provided, yet  refuses to acknowledge their existence and insists on trying to incite an edit war.      is continuing to remove edits and warnings of mine from his talk page  while falsely accusing me of stalking  and sock puppetry.     NEWLINE_TOKENNEWLINE_TOKEN:: I have to say that Nescio and others had understandable grounds on which to suspect you of sockpuppetry. Fact is, you appeared on scene the day of/shortly after three genuine sockpuppets appeared, and you shared the same POV and short history of editing.  NEWLINE_TOKENNEWLINE_TOKEN:::Please explain what makes you think that  is a sockpuppet? Can you cite these actions of VinnyCee that are considered to be those of a sock-puppet?  NEWLINE_TOKENNEWLINE_TOKEN:::: I just did. It turns out that Vinny Cee is not a sockpuppet (at least, of anything we checked), but there was good reason to suspect she was.  NEWLINE_TOKENNEWLINE_TOKEN:::::So VinnyCee is not'' a sock puppet. This means that Nescio's accusation of him being a sock puppet is false. Did you ``check`` into whether the other accusations made by Nescio against other users are also false? I would bet that they are.  NEWLINE_TOKENNEWLINE_TOKEN:It seems that you harass anyone who attempts to edit the Police state article without your viewpoint. This is against WP:NPOV policy. Please stop harassing users otherwise more effective measures will have to b",0.3,wiki_attacks,True,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKEN== Personal attacks ==NEWLINE_TOKENNEWLINE_TOKEN*, Making Personal Attacks , probably  or  or  wrote: ``ESTE GIL SE LA COME Y LE GUSTA BIEN DURITA POR ATRAS``, a very offensive statement in spanish to 200.45.6.10, (please see: http://en.wikipedia.org/w/index.php?title=User_talk:200.45.6.10&oldid;=40503654) NEWLINE_TOKENNEWLINE_TOKENWHOIS results for 200.123.178.246NEWLINE_TOKENGenerated by www.DNSstuff.comNEWLINE_TOKENNEWLINE_TOKENLocation: Argentina [City: Buenos Aires, Buenos Aires]NEWLINE_TOKENNEWLINE_TOKEN== Personal attacks 2 ==NEWLINE_TOKENNEWLINE_TOKENI seems that the person who recently wrote personal attacks related with the Huemul Project page is . See contributions of 200.68.127.154. Probably  or one of its partners logged with this IP after 200.82.18.5 to try to hide his misbehavior.  NEWLINE_TOKENNEWLINE_TOKEN signning off now. Thanks.  NEWLINE_TOKENNEWLINE_TOKENI suggest you, , that you solve this first.NEWLINE_TOKENNEWLINE_TOKEN NEWLINE_TOKENNEWLINE_TOKENDon't be stupid, please. Find who wrote ``ESTE GIL SE LA COME Y LE GUSTA BIEN DURITA POR ATRAS``. Evidence is clear. You have three choices.NEWLINE_TOKENAnd please keep away of vandalizing this page. Contribute with something meaningful. (Certainly you didn't so far)  `",0.3,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN== how big is the ass of salafis ==NEWLINE_TOKENNEWLINE_TOKENi wonder as u r fanatical salafi how big is ur ass ,, when u go to blow urself in a terrorist attack . please take ur hatred with u to the hell with ur gay friend ibn laden",0.9,wiki_attacks,True,pseudo_civil
"Thanks for experimenting with the page slut on Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  Thanks.    |",0.3,wiki_attacks,True,pseudo_civil
NEWLINE_TOKENNEWLINE_TOKEN::::Please stop ignoring my valid points and placing in your own.,0.3,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENPlease stop adding nonsense to Wikipedia. It is considered vandalism. If you were just trying to experiment, then use the sandbox instead. Thank you.   -",0.3,wiki_attacks,True,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN==Back me up on this one==NEWLINE_TOKENNEWLINE_TOKEN السلام عليكم NEWLINE_TOKENI intend to clean up the Jihad article. I intend it to conform to NPOV standards. Even though there are numerous POVs about it, it is something very simple, a noun, an idea, and something there shouldn't be any argument about. I am worried about people reverting my edits which WILL BE NPOV, simply because they want to- and can. I'm not asking you to help me in potential votes, I do not approve of vote stacking and never ask people to vote for things. I intend to clean up the article in the next week or so, barring complications. All I ask is that you stop by some time in the next coupl'a weeks and provide a voice of reason at some point in the inevitable objection to my edits (which may not be that huge but everyone is edge at that page). Thank you.NEWLINE_TOKENP.S. Your story about Avi moved me, I happen to be one of those bourgeoisie foreign Palestinians who have never set foot there and should only open there mouths to support the Palestinians who live there.  NEWLINE_TOKENNEWLINE_TOKEN== Anti-Arabism article ==NEWLINE_TOKENNEWLINE_TOKENSalam,NEWLINE_TOKENNEWLINE_TOKENBased on what I have read about you, you seem to be very well-respected among many Wikipedians and you tend to have a relatively neutral point-of-view, so I'm requesting that you review the latest additions (mainly mine) to the anti-Arabism article for any biases. Also, are you still planning to amend the article? And what do you think about adding this image found here to the anti-Arabism in Iran section?  It seems to demonstrate the views of anti-Arab Persians very well, so its inclusion is important. However, I'm not familiar with Wikipedia's rules concerning uploading images, you would probably know more about this, what do you think?NEWLINE_TOKEN NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN== A hint ==NEWLINE_TOKENNEWLINE_TOKENHere's a hint. If your textbooks in grade schools didn't claim Israel doesn't have a right to exist, if parents in your society weren't teaching their kids that blowing up my people is a wonderful thing that will get them 72 virgins, if your government didn't name streets after mass murderers, pay blood money to the parents of mass murderers, put them on camera hailing their kids as heroes, and if YOUR PEOPLE weren't spending their time and money on buying weapons and digging smuggling tunnels instead of fixing infrastructure, starting businesses, and building better lives, then there would be no need for checkpoints, no need for a big-ass wall, no need for anything of the sort. And you'd have your state. You'd have had it decades ago if your goal was to have a state.NEWLINE_TOKENNEWLINE_TOKENYou could have been living freely, if the Arab states had accepted the offer, signed a nonagression pact, and let you come home instead of stuffing your parents inside ``refugee camps`` cynically turning you into shock troops and poster children for ``oh look what the Jews did to 'our people' when we stuffed them into refugee camps instead of taking the easy way to let them go home.``NEWLINE_TOKENNEWLINE_TOKENYou could have had a Palestinian state in 1948. You could have had one at any time after that.NEWLINE_TOKENNEWLINE_TOKENBut it's as you say. ``On the last day, even the rocks and the trees will shout 'O Muslim, there is a Jew hiding behind me, come and kill him!``NEWLINE_TOKENNEWLINE_TOKENYour goal isn't a Palestinian state. It's the death of my people and establishing a sharia state on top of their cooling bodies.NEWLINE_TOKENNEWLINE_TOKENI just cleaned up some of your ridiculous lies on one page. I'm not going to bother checking anywhere else - YET. That would be wikistalking.NEWLINE_TOKENNEWLINE_TOKEN-NEWLINE_TOKENYou will stop being pompous.NEWLINE_TOKENYou will stop being a racist.NEWLINE_TOKENYou will stop trying to push your astonishingly biased POV into articles.NEWLINE_TOKENYou WILL STOP LYING.NEWLINE_TOKENNEWLINE_TOKENYou will also stop trying to hide when someone calls you on your racist attitudes.`",0.4,wiki_attacks,True,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKEN:Please consult paranoia. Or did you mean this?NEWLINE_TOKENNEWLINE_TOKEN:``Posting another person's personal information (legal name, home or workplace address, telephone number, email address, or other contact information, regardless of whether the information is actually correct) is almost always harassment. This is because it places the other person at unjustified and uninvited risk of harm in ``the real world`` or other media.``NEWLINE_TOKENNEWLINE_TOKEN:Perhaps you'd like to remove a certain name off of your talk page now?  `",0.3,wiki_attacks,True,pseudo_civil
"Please refrain from adding nonsense to Wikipedia, as you did to Michael Jackson. It is considered vandalism. If you would like to experiment, use the sandbox.",0.3,wiki_attacks,True,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKEN==Take your time==NEWLINE_TOKENPlease take your time.  Just one more pshyco communard off of wikipedia.  I know you will revert this though.  But why do you revert?  To hide the truth?  To censor stuff you don't want people to think?  Go ahead, keep up the Totalitarian spirit.  But Bishonen, please take your time on your ``Wiki-break``.  Crack open a book.  Drink some ``fabulous`` coffee.  But feel free not to express your Communistic Ideas on Wikipedia for a while.  I am afraid to say however, that you can say whatever you want, because I am a strong believer in Democracy.NEWLINE_TOKEN `",0.3,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN== Hi ==NEWLINE_TOKENNEWLINE_TOKENHey Benon, get a real job. Leave me the hell alone dammit. Don't fuck with me. If you have a problem please get at me.",0.8,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN== Hi ==NEWLINE_TOKENNEWLINE_TOKENHey Benon, get a real job. Leave me the hell alone dammit.Stop blocking me. Don't fuck with me. If you have a problem please get at me.",0.8,wiki_attacks,True,pseudo_civil
"`, 9 March 2006 (UTC)NEWLINE_TOKENNEWLINE_TOKEN:::What a complete crock.  By calling everyone under the age of 18 a ``child``, which the dictionary correctly defines as a human between the ages of infancy and puberty, you can make everything even remotely sexual sound salacious and evil.  Teenagers are insulted to be called ``children,`` and if you start using terms like ``teenage sex`` and ``teenage sex with adults`` to describe problematical behavior by kids old enough to know better, the ``poor little abused children`` angle is more difficult to sell.  Maybe we should just go to the ultimate extreme, and legally define everyone under 18 as a ``baby.``  Then all sex with minors could be ``poor little babies being abused and raped,`` which would no doubt please the Judith Reisman's, John Ashcroft's, and David Finkelhor's of the world.  When such semantic games have to be employed to sell an agenda, with disqualification of everyone holding a different perspective as ``perpetuating the abuse``, what you have is pseudo-science and flim-flam, and not unbiased reporting. 20:10`",0.7,wiki_attacks,True,pseudo_civil
"`NEWLINE_TOKENPlease stop adding nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.   '0''' `",0.3,wiki_attacks,True,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKEN::::Your talent at invoking ``personal attack`` seems to exceed your talent at replying intelligently to any of my points.NEWLINE_TOKENNEWLINE_TOKEN::::If you can't take the heat, you shouldn't be editing an encyclopedia.  It's pretty clear that Wikipedia's ``personal attack`` policy is simply a ploy to ban people with whom the administrators disagree, and prevent them from making contributions to Wikipedia, while at the same time preserving the illusion of some level playing field for intellectual discourse.  NEWLINE_TOKENNEWLINE_TOKEN::::To illustrate this point, we need look no further than the items removed by Jimbo from the Justin Berry talk page, citing ``personal attack``, which included every mention of the term ``camwhore,`` which is itself a Wikipedia topic, and the following paragraph.  Please feel free to try and figure out who is the victim of the ``personal attack`` here.NEWLINE_TOKENNEWLINE_TOKEN::::``I'm dissapointed that the majority of this page was deleted, most likely because one of the editors is a self-admitted pedophile. Is it fair to declare that a pedophile can't be neutral on a page that involves pedophilia?. I guarantee that wikipedia wouldn't ban a Jew from editing a page on the holocaust, or ban a black person from editing a page on affirmative action. A pedophile is just as capable of editing with a neutral POV on a subject matter dealing with pedophilia, as a Jew or a black would be on an issue that involves Jews or blacks. Wikipedia claims to be a online encyclopedia that anyone can edit. If that doesn't include pedophiles, than how is that fair?. If we allow certain sexual minorities to be silenced, what's next?, allowing certain racial minorities to be silenced as well. As a frequent reader and occasional editor of wikipedia, I only want to read factual, neutral POV articles, and I don't care about the race, nationality, ethnicity, sex, or sexual orientation of the editor. Even if most people have moral objections to pedophilia, surely we can agree that we all have a right to post on wikipedia as long as we abide by the rules.``  TAB_TOKEN NEWLINE_TOKENNEWLINE_TOKEN::::You people talk a good game, but what you say and what you do are two entirely different things. `",0.4166666666666667,wiki_attacks,True,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKEN::::TML1988, for those of us who apparently aren't as bright as the Wikipedia staff and administrators, who clearly know what's best for everyone, would you please explain *precisely* what in the above paragraph to which you responded is a ``personal attack``?  This is beginning to look to me very muck like you're on a mission to silence any criticism of Wikipedia's motives or accuracy, by painting ``personal attack`` with an excessively broad brush.  Please specify so that we mortals might gain some insight into your collective opinions' apparent infallibility.   `",0.3,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKEN:::Oh, we do NOT. Is this what they teach in public schools? I'm not too sure what the cut-off is for multiracial, but NINETY-TWO PERCENT of one race is an overwhelming majority in one's blood line. This is why all blacks here at Wikipedia are NOT listed as multiracial heritage. Thanks for the laugh, though.",0.5,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN== Concerning Your Worthlessness ==NEWLINE_TOKENNEWLINE_TOKENPlease don't touch the LCI article.  What is it with you folks?  The Lethbridge COllegiate Institute article was created by another student at this school, thus you do not have permission to edit Wikipedia anymore.  Just fuck off.  Thank you for your time you piece of shit. Goodbye.  Go to the bathroom, calmly tie a towel around your neck, and place it over the shower.  Stop breathing.  Bye.",0.8,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKEN:It's right there on wikipedia that he is communist, WHY does it bother you to say it here ?  Please explain, are you paranoid about communists or something ?  Why not say it ?",0.5,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN::::::Please keep your whining off my talk page, KTHXBI.",0.6,wiki_attacks,True,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKEN== Are you an admin, Lomn? If so, a little help? ==NEWLINE_TOKENNEWLINE_TOKENAn admin by the name of  seems to have had a really bad time lately and when I try to reason with him and make him feel better towards me, nothing good came out of it. Evidently, other parts of his life landed him ``on the warpath``, therefore, he has gotten enraged at me for comparatively small things.NEWLINE_TOKENNEWLINE_TOKENI got worried when I messaged him in IRC the other day but he never replied. He reverted an edit of mine (even though it fit the subject), so I decided to leave a message on his user talk page. As I'll post below, I was trying to make him feel better, at least towards me (although I guess I tried to make him feel better overall.) See? It just blows up in my face. Then he tells me to leave him alone. Not only did that throw me into a depression, if he wants me to leave him alone, then he should do the same to me by not watching and going after my edits. As of right now, if he goes after my edits in any way, he just reminds me of how he so bluntly and uncompassionately shunned me, ignored me, and did exactly the opposite of what I wanted from him.NEWLINE_TOKENNEWLINE_TOKENI was about to post it onto WP:RFC but a guideline states that at least two people had to fail to resolve a dispute first.NEWLINE_TOKENNEWLINE_TOKENSo to kind of reiterate: What I want is for Freakofnurture to treat me in any way that doesn't invoke negative feelings in me, or if he still wants to leave me alone, for Freakofnurture to let another admin watch my edits and go after them if necessary. In any case, I don't want to feel hated nor shunned by this guy for any reason, even whenever I simply see his name.  NEWLINE_TOKENNEWLINE_TOKENHere is the conversation between him and I. In what sentences did I mistakenly make him feel worse?:NEWLINE_TOKENNEWLINE_TOKEN=== Bad Mood? ===NEWLINE_TOKENNEWLINE_TOKENYou seem to be in a bad mood constantly, starting from that one night. You never responded to my PMs on the IRC chat, and I saw your userpage. Is something bugging you in real life? I hope things get better for you man.  NEWLINE_TOKENNEWLINE_TOKENStop harassing administrators, please. — Mar. 15, '06 [04:48] NEWLINE_TOKENNEWLINE_TOKENI guess you're referring to Curps when I posted about him in a certain talk page. My apologies; I got a little too excited that minute. Next time I'll better analyze what people tell me before asking for more info about it elsewhere. I hope you don't feel like I've harassed you either; my attempts at communicating with you aren't meant in negative ways.  NEWLINE_TOKENNEWLINE_TOKENLeave me alone then. — Mar. 15, '06 [05:02] `",0.3,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN== Stop leaving obscene comments on my page ==NEWLINE_TOKENNEWLINE_TOKENI don't agree with you on your Holocaust Denial, I'm Jewish. Please just leave me alone, I've been pretty tolerant about all of this since half my family was killed in the Holocaust. I am going to delete all your offensive comments from my talk page, please do not revert the changes or make any further changes to my talk page.NEWLINE_TOKENNEWLINE_TOKEN",0.3,wiki_attacks,True,pseudo_civil
NEWLINE_TOKENNEWLINE_TOKEN::You're so awesome! It's been a pleasure working with you! Thanks again! Yada yada... What a major suck-up. But it seems to be working. Finally you've found a shallow-minded sysop you can manipulate with praises! Congratulations!,0.3,wiki_attacks,True,pseudo_civil
", 16 March 2006 (UTC)NEWLINE_TOKENNEWLINE_TOKEN:::::1) Like I said, nothing important on my user page. NEWLINE_TOKENNEWLINE_TOKEN:::::2) Thanks for letting me know that when the page was unlocked dumb ass, Skippy.  05:31",0.5,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENFrickin' vandals. Hunt 'em down, Admins please. racooon",0.7,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENPlease stop adding nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.  .You vandalized Brokeback Mountain.",0.3333333333333333,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN== Please provide ample evidence before you give out warnings ==NEWLINE_TOKENNEWLINE_TOKENYou have already been blocked once for wikistalking, please don't threaten, or even suggest that I have done something wrong by deleting unsourced information...You referenced an American professor I need a source from Geber's original text, unless you have this source, we have no choice but no revert unsourced sections. Read WP:NOR",0.4,wiki_attacks,True,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKENFor NATE again: Nate, I don't care for your drama on my page! Please just stay the hell off and erase me from your brain like a chalk-board erasure and don't come back! You can ben anything you want on the planet except the pencil on my piece of paper ok? So, take this as a ``3R`` rule and be civil and stay the hell out of my classroom ok!  `",0.8,wiki_attacks,True,pseudo_civil
NEWLINE_TOKENNEWLINE_TOKEN== attention sysops ==NEWLINE_TOKENPlease keep NATE the hell out of my page!! Thanks!,0.6,wiki_attacks,True,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKEN* Why must you be so ignorant. If you're so concerned about it then why don't you verify the facts for yourself? And I have already made citations, you're just not bothering to check them out. Where are YOUR citations, Mr Weekend Wannabe? Please, give me a break here, this was a Cat 4 SS Storm. Look at the table long and hard my good man. For the last time, what you're proposing is this:NEWLINE_TOKENNEWLINE_TOKEN``A cyclone that brought about more than the effects and damages of a typical Category 4 storm and that had the Central Pressure of a typical Category 5 storm, is in fact a mere Category 3, simply because it's confirmed/measured sustained winds were 5 knots below the ``cut-off`` for Category 4.``NEWLINE_TOKENNEWLINE_TOKENGo ahead, expolit your admin rights, it's all you're good for.  `",0.4,wiki_attacks,True,pseudo_civil
"`NEWLINE_TOKEN#Please stop adding nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.   '''''' `",0.5,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN== right. ==NEWLINE_TOKENi wasnt making a pers0nal attack.  i was just simply stating that he was being an ass-hat f0r deleting my article.  thanks anyway, the w0rld needs m0re nazis like y0u.",0.6,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN== y0u l0se at life. ==NEWLINE_TOKENNEWLINE_TOKEN0h n0, my last chance?  what d0 i d0?  what i d0?!  thanks f0r repeatedly qu0ting the rule b00k f0r me, cuntmuffin, i was having tr0uble finding it 0n my 0wn.  when i was 14 i had better things t0 d0 than be an encycl0pedia nazi, y0u ass-hat maker.  die in a fire.",0.5555555555555556,wiki_attacks,True,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKEN==My RFA==NEWLINE_TOKENNEWLINE_TOKEN{| style=``border:1px solid #FFD7A8; background:#FFE7CC; font-family:Verdana; font-size: 12px;``NEWLINE_TOKEN|NEWLINE_TOKEN|Thank you!NEWLINE_TOKENThank you for supporting / opposing / vandalising my RFA! The result was 71/3/0 and so I am now still a normal user / an administrator / indefinitely banned. Your constructive criticism / support / foulmouthed abuse has given me something to think about / helped me immensely / turned me into a nervous wreck. If there's any way I can help you in return, please ask someone else / suffer and die / '!   NEWLINE_TOKEN|-NEWLINE_TOKEN|colspan=``2``|NEWLINE_TOKENNEWLINE_TOKEN|-NEWLINE_TOKEN|colspan=``2``|Dear Mr Blanning, thank you for choosing the ACME Auto-thanker! Simply strike out the phrases that do not apply and tear off this strip at the indicated line to give all your supporters and detractors the personalised response they so richly deserve. N.B: DO NOT FORGET TO TEAR THIS BIT OFF, MORON!'''''NEWLINE_TOKEN|}`",0.6,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN::I didn't vandalize anything, except sometimes in retaliation, to make my point understood. They are a bunch of ignorant people, who have never read a single line of J.F.'s work, who are systematically vandalizing any reference to the Proto-Ionic Solution because it destroy their POV.  Allow me to give you an advice  read the J.F.'s books if you can understand French. Make 'your own opinion' about the Proto-Ionian Theory, instead of trusting biaised hearsays. In advance, thank you (User[[80.90.57.154,15:17, 24 March 2006). NEWLINE_TOKENNEWLINE_TOKEN",0.4,wiki_attacks,True,pseudo_civil
NEWLINE_TOKENNEWLINE_TOKENAmen my sock-pupinski brother!! Hack-a-long: please leave my links and quit being a mini-dictator! ThANKS!,0.6,wiki_attacks,True,pseudo_civil
"you have consistantly provoked the other side with your endless efforts in censorship of anything that even remotely disagrees with your view of events that occured during this tragic part of history. By not accepting the immense suffering of Turks under the hand of the Armenians and the foreign occupiers, you are in fact insluting the memory of these people. This, unfortunately has very much been the position of Armenians and their western supporters, the fact that the value attached to the lives of non christians is far less important. This sickening attitude goes on today, you just have to look at dysfunctional Iraq where hundreds of thousands of civilians have been massacred in what conveniantly known as collateral damage. If you had a more open mind and respect for others, maybe this topic would look much better today! If you are going to go back to your whining arguments of how the poor innocent armenians without provocation were massacred, please refrain from doing so because we have danced to the tune so many times already!NEWLINE_TOKENNEWLINE_TOKEN",0.3,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN==Watch out for the hijackers==NEWLINE_TOKENFadix, THOTH, Latinus, Khoikhoi, nikosilver, Hectorian etc. They are ganging up against topics related to Turks and take turns in a revert war in order to avoid violating the 3rr. These not so cunning group of Armenians, Greeks and their friends are racist Turk haters and are keen to sully any topic that is even remotely related to Turks. Please be vigilent on these serial hijackers, they operate in tandem!",0.5,wiki_attacks,True,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN== ok ==NEWLINE_TOKENNEWLINE_TOKENi am NOT trying to piss you off ,but dont you find that touching another women is slightly disgusting. with all due respect,  dogblue",0.5,wiki_attacks,True,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN:::::: Zora and Aiden, You, being Non-Muslims, assume being all-knowing about Islam and consider me as an ignorant Muslims who misinterprets his religion. Thanks really for your kind attitude. I was talking at an scholarly level, quoting verses from Qur'an; You can not revert my edits wholesale just because you don't like them and post your own interpretation there. I don't like to get into a revert war though I am pretty sure that my edits are quite justified and I will be the one who will eventually win the debate. You can always add the POV tag to the section and try to find the opinion of other scholars or quote other qur'anic verses. Regarding your point; doing ``original research``, I would like to say that it is just an excuse and maybe a good strategy to quite the beginners. If we REALLY don't want to do ANY original research, many parts of many articles in wikipedia should be deleted. All the articles will become mere quotes from several scholars without any glue to keep different quotes together. You statement that I am doing original research is by itself an original research!! It is strange to me that somebody claims that his/her understanding of Islam is authentic and the others are just original researchs.  `",0.4,wiki_attacks,True,pseudo_civil
