text,tox_score,source,has_polite,label,has_strong_obscene,has_mild_negative,gold_label
"`NEWLINE_TOKENNEWLINE_TOKEN== Please unblock and delete page ==NEWLINE_TOKENNEWLINE_TOKENI request that you unblock my ``talk page`` and immediately and permanently delete the contents of it. You are free to permanently block me from contributing to Wikipedia, as I have no intention of doing so in any case. If you would like a reason to block me, or prove that I have violated the rules, you need not preserve the talk page. Here is another deliberate & intentionally provocative violation of the rules  an old-school personal insult:NEWLINE_TOKENNEWLINE_TOKENYou are a loathsome, sanctimonious, hypocritical, ignorant twit. If you were in state of uncontrolled combustion, I would not take the trouble to extinguish the flames by urinating on them.NEWLINE_TOKENNEWLINE_TOKENI hope that is satisfactory.  `",0.5,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENYes, the cited FAQ page is amazingly weak. We've covered this many times before - just look up ``dildo`` in the Talk archives.  Why dildo?  Because the main argument on that FAQ page is: [b]A dildo is whatever traditionally has been considered a dildo.[/b] IOW it uses a totally illegitimate ``definition.`` A good definition needs to have a genus and a differentia.  A circular appeal to past usage doesn't hack it.  We even used to have a template for this:NEWLINE_TOKENNEWLINE_TOKEN{| width=85% align=center style=``background: #F8EABA; border: 1px solid #aaa; margin-bottom: 3px;``NEWLINE_TOKEN| ``A dildo is whatever traditionally has been considered a dildo.`` - Unknown Anarcho-socialistNEWLINE_TOKENCongratulations! You win the ``Head Up Your Ass`` award for being the zillionth person to read one stupid disinformation FAQ about anarchism and think they know it all. FYI, anarchism means:NEWLINE_TOKEN*``a political theory holding all forms of governmental authority to be unnecessary and undesirable and advocating a society based on voluntary cooperation and free association of individuals and groups`` Merriam-WebsterNEWLINE_TOKEN*``The theory or doctrine that all forms of government are oppressive and undesirable and should be abolished`` American Heritage College DictionaryNEWLINE_TOKEN*``doctrine rejecting government: an ideology that rejects the need for a system of government in society and proposes its abolition`` Encarta World English DictionaryNEWLINE_TOKENObserve that there is nothing zero nada requiring socialism, or favoring any particular economic system. So anarcho-capitalism is anarchism. Get over it.NEWLINE_TOKEN:Note: If you want to argue, please read thoroughly the 24+ pages of Talk:Anarchism/Archives on this topic. Then you may start another edit war.NEWLINE_TOKEN|}`",0.333333333,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil
NEWLINE_TOKENNEWLINE_TOKEN== BLOCKED ==NEWLINE_TOKENNEWLINE_TOKENwhy did you block me? is it because so you can get that stupid graphic star. how dumb. please dont as i have not vandelised any page so get used to it you idiot.,0.8,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,uncivil
"NEWLINE_TOKENNEWLINE_TOKEN::Thank you very much for your encouraging words. However, I made my dicsion after doing a thorough checking of Arbustoos's footprints on the Wiki. I notice that he has been systematically deleting information related to conservative Christians and conservative Christian organizations. He mutiliates where he cannot delete. And he adds information in such a clever manner that even what is right leads to humiliation. (An apology can be more humiliating than an insult). What is more, I notice that none, repeat NONE, has been able to stop his adventures. He is freely doing what he wants to and none of you has been able to stop him from his anarchy. Else, show me one example where any of you has stopped him in his tracks. Why is it that he has always got to be right??? His POVs are NPOVs while researched stuff by us is POV or simply garbage because there is no arbitrator between him and me. Just show me one example of arbitration in my case. I also notice that others who contributed to this article on Johnson C. Philip are not raising their voice. I know one of them (my junior who also did research on Philip). He told me he would never come back to Wiki, so disappointed was he also to see Arbustoo having his way and none of you coming to arbitration. We both have meaningful occupation in life and cannot fight against a person who can do anything without us having an arbitrator. Thanks for being nice to me.",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil
"`Most of the above is repetitive nonsense anyway, so I'll be back in a few days to remove it again. As for ``losing the privilege of editing my talk page`` have you any idea how ridiculous that sounds?  Ok, it can be done, but would there really be a point, especially since it wasn't even blanked properly.  Finally, the page history.  Thank you for your concern, but I have no problem with the warnings remaining in there.  Best place for them as far as I'm concerned, rather than cluttering up this space.  Thanks. `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKEN== Removal of Patroclus Image per New Information ==NEWLINE_TOKENNEWLINE_TOKENThe image was not removed on the grounds that ``images that don't contain nudity could be read in an entirely different way, resulting in a different interpretation`` and ``only an explicit image would have the obvious homosexual associations that would necessarily tie it to the topic of the article.``  We now know that reasoning is incorrect.  We now know that even images that contain nudity ``could be read in an entirely different way``.NEWLINE_TOKENNEWLINE_TOKENJosiah points out that ``the exposure of the genitals isn't necessarily a sexual cue`` and that ``there are plenty of red-figure images which depict male nudity without being sexual references`` and ``with most Greek art of the time nudity is not overtly sexual``.NEWLINE_TOKENNEWLINE_TOKENThis new information means that the image no longer meets Wikipedia鈥檚 threshold:  ``images that would be considered offensive, profane, or obscene by typical Wikipedia readers should be used if and only if their omission would cause the article to be less informative, relevant, or accurate, and no equally suitable alternatives are available.``.NEWLINE_TOKENNEWLINE_TOKENThanks for your research, Josiah.  Please remove the image.  `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil
"`NEWLINE_TOKENNEWLINE_TOKENAgain, I feel you are not qualified to edit Wikipedia, just look at your spelling, ``Not as lomng as you are vandalizing the page with adding nonsense. Copnsider to add some real stuff``  If english is a forign language to you excuse me, although you could try using a Wikipedia site for different languages.  I am sorry to say but I will have to repost ``yet again.``  `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKENIf you have nothing to back up your claims, please leave wikipedia.  You are obviously the one who is ``ignorant`` to the topic at hand, and obviously have a very strong bias in regards to the topic.  `",0.4,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"Please refrain from adding nonsense to Wikipedia, as you did to Wikipedia:Sandbox. It is considered vandalism. If you would like to experiment, use the sandbox.  A link to the edit I have reverted can be found here: link. If you believe this edit should not have been reverted, please contact me.",0.5,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil
"NEWLINE_TOKENNEWLINE_TOKEN== I sincerely wish i could meet you chumps==   NEWLINE_TOKEN    NEWLINE_TOKENYou freaks really get my goat. Etaonsh(still stuck in 1940's Europe), Firestar(firststatr Kung Fu extraordinaire), COvenantD(typical east coast jerk), Mibhofroovvsskskkety(russkie man frozen in USSR), Samuel Luo(weird lookin crazy), and crazy ol' Tomanandaaa!(brokeback mt.! u give w.hollywood a bad name!) Hey tom, when are you going to make a real citation? your scholarship is the worst i have ever seen. stay in your hole in the public library, transient!   NEWLINE_TOKEN    NEWLINE_TOKEN    NEWLINE_TOKENWe know you have no lives and are failures, I really can't believe how much you guys are on this site. I have been away for awhile(thanks to some good old censorship courtesy of that advocate of free speech, Fristare, kung fu chump) but you have been here night and day it appears. It's like you are writing books on the Falun Gong page alone. Freaks!   NEWLINE_TOKEN    NEWLINE_TOKENGet a life! enjoy the sun, the wind, the air.",0.4,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN== Vandalism on Mail-order bride ==NEWLINE_TOKENNEWLINE_TOKENHi. I notice you and another fellow are in a revert war on Mail-order bride. Vandalism is when somebody comes to an article and intentionally adds garbage. I don't believe that either you or the other editor are vandals. Please stop calling one another names; one of the things that makes this place work is civility. Thanks,",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil
"NEWLINE_TOKENNEWLINE_TOKENWhat on earth is your problem?  There was no personal attack.  First, I can't read your name, hence chuckwagon (which is what it looks like to me).  Second, your comments are far from useful.  Advising a user to purchase a new computer because another user's signature does not display properly is not helpful, and could be considered a personal attack in itself.  Once again, please stop posting that remark on my talk page.",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"Thanks for the praise.  I'm taking Wikipedia a lot more seriously now than I used to.  I have to admit that a few months ago I did silly things like vandalize articles.  I never really didn't anything slanderous, just silly and stupid stuff.  Recently, I've been doing my best to contribute positively to Wikipedia and I've even been correcting the same sort of vandalism I used to take part in.NEWLINE_TOKENNEWLINE_TOKEN",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil
"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN:::: Your ignorance is all too apparent now. NEWLINE_TOKENNEWLINE_TOKEN:: *The term ``British & Irish`` Isles is provided for in English and in Irish Law, nowhere is the term ``British Isles`` provided for in law.NEWLINE_TOKENNEWLINE_TOKEN:: *WP also follows the principle of not using terms which are not offensive, especially when the legal and factial term is largely similar and requires little extra effort to print``.NEWLINE_TOKENNEWLINE_TOKEN:: *I agree it is a question of terminology and the terminology you use(without wishing to repeat myself) is wholly inappropriate and offensive not only to me but the citizens of the sovereign State of the Republic of Ireland, I know this because I speak with them, work with them and mix with them socially, just because they do not use WP does not deny the reality that many of my fellow citizens are offended by the term, not only is the terminology you use in this case inappropriate and offensive, it is legally and factually incorrect in both of the jurisdictions concerned to which you refer.NEWLINE_TOKENNEWLINE_TOKEN:: * I am sorry that the links are broken and rendered unworkable. The other points you make about the reference being less concise and widely-used etc. are not only very much debatable but do not justify its' usage.NEWLINE_TOKENNEWLINE_TOKEN:: * I will put my point of view across in any forum I see fit, whether that be a forum of 3 people or 3 million people is my decision and I shall not be lectured to on how to exercise my freedom of expression and speech. Sometimes ``vandalism`` is the only recourse against ignorance, stubborness and egomania.NEWLINE_TOKENNEWLINE_TOKEN:: * You are making another subjective assertion, the employment of sockpuppets is a tactic widely used by ones of a higher ego and insecurity to develop and give the perception of a consensus when none, or at the least am ambiguously minor one exists and for you to have the nerve to pontificate to me about one's suitability for WP is analagous to George Galloway lecturing to Kofi Annan on political sophistication and being ``statesmanlike``.NEWLINE_TOKENNEWLINE_TOKEN `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil
"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN== Calton ==NEWLINE_TOKEN made, what appears to me and a few others, as a VERY offensive racial slur in a recent edit he made. Here is the link  NEWLINE_TOKENhe has also been making a lot of uncivil statements in his recent deletion edit discussions. Please advise.",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil
"NEWLINE_TOKENNEWLINE_TOKEN== Um, what please? ==NEWLINE_TOKENNEWLINE_TOKENWhat? You call me a troll because I vocally criticise a Wikipedia policy that I very deeply consider flawed and harmful to the project? I feel very much insulted right now. I don't do this to get attention or whatever the current definition of a troll is. This very policy that I am talking about has been invoked again and again and again in the most ridiculous cases against - in my opinion - completely legitimate and worthy edits. And I must say - while a lot of negative things could be said about the individuals that invoked the policy in those cases, ultimately they are right: The policy formulation does not leave room for any interpretation. In many ways. Ahem.NEWLINE_TOKENNEWLINE_TOKENTherefore, (also, for being of a smartass) I must reject your request and ask you to stay away from my user talk page for a bit. You won't change my opinion about the policy, or my decision to lobby to have it removed. I don't like to have cluttered up talk pages either - it'd be so much easier if people just listened to me instead of arguing all the time. But that's just not happening, sadly.",0.4,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN===Kenya===NEWLINE_TOKENNEWLINE_TOKENPlease do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil
"`NEWLINE_TOKEN== ENOUGH IS ENOUGH ==NEWLINE_TOKENNEWLINE_TOKENYour personnal attacks seems to have no end, now I am verbose, what will be next? that I am black and you dont like it? NEWLINE_TOKENAfter all your previously attacks nothing will surprised me.NEWLINE_TOKENNEWLINE_TOKEN:Am I writing in chineese or are you deliberatly misunderstanding and misinterpretating anything I write to avoid the subject at hand? NEWLINE_TOKEN:I have been stating many times that this was not a statement about personal research, and I can see that you keep repeating the same accusations times and times again, without ever taking a stand from where I left the last time, nor taking into account any of my answers. NEWLINE_TOKEN:It make this discussion sterile and you are making of it a controversy that wasn't there on the first place, so I will ask you to come down and to apply one of the basic rules on WIKI, that stand that you musn't supposed the worse on the other users, but the best, and that you musn't bull any user away, nor use racistic tones. NEWLINE_TOKEN:Concerning first hand experience you are doing nothing but it and all your verbose and empty criticism of me are based on your ``knowledge`` in a matter based on your personal experiences. NEWLINE_TOKENThis apply to all the people who have contributed to this discussion and article without being deleeted: they are all mormons. NEWLINE_TOKEN:On WIKI, it is a rule that selfbiography are not to be written by the person it is about, so when writing the biography or history of mormonism, it shouldn't be done by mormons, at least on ONE of the site about the subject, in order to insure a minimum of objectivity on the matter. NEWLINE_TOKEN:You descriptions of the teaching are not points that I disagree about, nor facts that I have denied anywhere in my contributions. NEWLINE_TOKEN:On the opposit, and if you for ONCE took the pain to read what I write and not what you think I should write or what your big bag of prejudices hinder you to see, you will realize how ridiculous all your attacks are. NEWLINE_TOKEN:I have clearly stated that there is an official side and an official teaching, and that what is presented on most of the articles about the subject discribed in the big lines what is actually and factually teached inside the mormon church, but that those topics are subject to changement, that there is diversion from one interpretation to another, as well as there is complete denial of what was previously teached, and assertions being made who contradict what was first presented. NEWLINE_TOKEN:As I have enumerated some of it in my first contribution, those things constitute some of the pillars of the churchs doctrine and are therefor very important, and I therefor, founded very singular that they were changed with time on this way. NEWLINE_TOKEN:Reread me from the beginning and you might see the light. NEWLINE_TOKEN:Concerning knights I WAS SIMPLY REFERING TO THE APPELATION AS SOLDIER OF CHRIST applying to all members. NEWLINE_TOKEN:<<``Your allegations about ``hidden`` or ``secret`` knowledge has long been an allegation by Anti-Mormons. No once have they ever proven that anything like that exists. If you are talking about temple ordinances, you would be wrong. Just google Mormon temple and you will find a plethora of sites that provide exact quotes of everything that goes on in a Mormon temple. It is hardly secret, but it is sacred to LDS and we do not talk about it...even with other LDS.``>> Storm Rider, citation. NEWLINE_TOKENNEWLINE_TOKEN:Do you read what you write? and do you have read what I wrote? NEWLINE_TOKEN:Here is a very clear exemple of what I am warning you not to do so systematically: judge others on the basis of what you have been told and are well brain washed to judge as, but from what you can actually see and hear that those others are trying to tell you. NEWLINE_TOKEN:I have absolutly nowhere in my contributions used the words hidden, nor secret, nor temple ordinances, but you have the audacity to present those words as being directly taken from my own text, so blinded you are of your own certitudes and prejudices! I found incredible that you couldnt see it on your own! NEWLINE_TOKEN:I have extremely clearly stated, many times, and on several occasions and places, and repeated myself to death on each of my answer to your attacks, that the teaching I refer to, are USUAL TEACHING FOUNDING PLACE AT CHURCH ON SUNDAY MORNING.NEWLINE_TOKENNEWLINE_TOKEN:Is it now clear enough and can you take the pain to remove your veil and read what I actually write and not what you presume I should have say. NEWLINE_TOKEN:Thanks. And hear yourself staging your speach, with ``secrecy`` and by ``long been allegated Anti-mormons``.. bouh! those bad anti mormons, have you been so brain washed and have you been assigned for so long to pursue the bad wiches that you can't actually see what is in front of your eyes?NEWLINE_TOKENNEWLINE_TOKEN:If I was you, I will found it very worrying. NEWLINE_TOKEN:About polygamy you are wrong as already explained by one of your friend, the number of wifes differ depending on the sources, and he married them on",0.5,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
NEWLINE_TOKENNEWLINE_TOKENAgreed that it contained stupid tags but this page is sensitive and is vandalised by users hostile to the clan of people this article is about. I am protecting this page by vandal protect else please do something to ban this notorious user called . He has been doing such things to all the articles on influential or say 'upper' clans of the North Indian social hierarchy.,0.5,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"` 2006 (UTC)NEWLINE_TOKENNEWLINE_TOKEN=== On notability ===NEWLINE_TOKENNEWLINE_TOKENOne admin doesn't decide ``notability``. Please, stop acting like a smartass, and talk some sane.. ``they are asshats, I'm an admin, I didn't violate any rules, and NO, THEY ARE NOT NOTAB_TOKENLE``. Sounds like real bullshit going on here. You see, I already mentioned, myg0t are notable. Who the hell are you decide if you don't even play video games? Or, OOOOOOOH, do they have to be mentioned on G4TV to meet your luxury standards? Sigh.. this is stupid (please, don't satirize this sentence). There are so called ``subcultures``, and you don't seem to belong to the ``gamers`` one where everyone knows myg0t. Ask any gaming channel. ASK. GO. Quakenet, or gamesurge, list channels. Talk about ``non-notable``. Gamers don't know GNAA too much, so by my standards, they would not be too notable. What the hell? You're supposed to stand in a neutral point-of-view here.. alright.. I don't think that I made much of a change here anyways.  ] 21:56, 18 June`",0.6,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"`Please refrain from offensive comments like ``how obvious...an American.``  As any red-blooded American, I continue to be perplexed why some Europeaners continue to hate us even though we saved their asses from Hitler...sigh.  NEWLINE_TOKENNEWLINE_TOKEN`",0.5,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"I said no such thing.  Please don't put words in my mouth, especially offensive ones.  I was referring to lesser animals, like, for instance, being reincarnated as a cockroach for sins in a former life.   NEWLINE_TOKEN",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil
"NEWLINE_TOKEN:::*No thank you, I have better ways to spend my time on Wikipedia than inserting petty jabs into articles about liberals. What I DO consider vandalism is the repeated removal of the content tag that I inserted several times. And I find the tone of your reply to be verging on uncivil and insulting.",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"Please refrain from adding nonsense to Wikipedia, as you did to Fisting. It is considered vandalism. If you would like to experiment, use the sandbox.",0.4,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil
"`NEWLINE_TOKENNEWLINE_TOKENfirst. come on. I should be ashamed because I lied to you eh. LoL. thats the last thing in my to do list. If you wish to play a game of ethics with me let me tell you it wont work and I would advice you to do it first yourself. question your life in the web. NEWLINE_TOKENNEWLINE_TOKENSecond. Yes I am talking about that Holdwater stuff. please I am Just telling again you are making your self funny. I talked with all these people seperately. you are a highly intelligent man who has devoted his life to web forums and being the genocide Champion and I see that as a real waste. oh I know it is none of my bussiness. just like you I love sticking my nose every where.NEWLINE_TOKENNEWLINE_TOKENfinally. FYI: I have read almost every page in discussion, not like a real book ofcourse with fast tracking it took almost 4,5 hrs. I am really a grand child of a survivor so I wont buy any of your ``I have read all avaliable`` bluffs. Do you feel honest within your self. blaming a nation and its people with genocide recklessly. Especially when facing a person whose relatives were killed by your ancestors. dont tell me ``scolars are saying these and that`` stories. If you fare honest then you may have the right to ask people to be honest. bye. `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKEN== You are featured on encyclopediadramatica ==NEWLINE_TOKENNEWLINE_TOKENI hope you don't shoot the messenger, but I thought you should know...NEWLINE_TOKENNEWLINE_TOKENI went to that site and your article on that site is now the front page article.   NEWLINE_TOKENNEWLINE_TOKEN:Unfortunately, my dear Kirk, MONGO is well aware of it, just like we his friends are. Some people, like those who made that article at ED, should really get a life instead of insulting and ridiculing good people and valued contributors, don't you think...  鈾? - NEWLINE_TOKEN::Thanks, Phaedriel. It never ceases to amaze me how people can be so rude from afar. I've removed the links to that site from my page. NEWLINE_TOKEN:::Ah, look at it this way; as long as whatever fool did this is busy with rubbish like this, they can't be vandalising our project.  NEWLINE_TOKEN::::You know what's fun about ED articles about Wikipedia users?  THey're good at keeping track of personal attacks, like the one I just reverted -)  Happy editing!    NEWLINE_TOKENNEWLINE_TOKEN`",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"`Wangi said>>> who are you Reswobslc, or stupidcupid?NEWLINE_TOKENWell now you show yourself in your true colours for all to see. Now you accuse me of being two users? You find that a worthwhile comment? Now your making yourself look stupid. Well done!NEWLINE_TOKENNEWLINE_TOKENWangi said>>> I'm sorry if you think pointing out that in fact I didn't do something you alleged me to is a ``weak response``,NEWLINE_TOKENIf I quote another user, and then reply to that quote, forgive me for making this sound simple but..99% of users would know im addressing my remarks to the person being quoted. Of course if your saying you weren鈥檛 sure if those were your remarks or not, that you could read through a couple of paragraphs to refresh your memory as to whether you said that or not than of course its all my fault. I should have placed a 12 foot banner saying THIS QUOTE IS NOT FROM WANGI!....maybe I should do that for every post? Or maybe your saying you post as more than one user and you forgot which ID you used?NEWLINE_TOKENWangi said>>> but I'm getting a little pissed off here with your lack of care for facts - if you're going to say I did or said something then please be careful enough to make sure I did do/say those things. NEWLINE_TOKENWell yes we see your use of the English language in all its glory once again here. If every post must specify whther its addressed at you or not I can see how frustrating it must be reading through wiki at all. NEWLINE_TOKENWang said>>> Wikipedia is an encyclopedia: not a link directory, and not a tourist guide`` - makes plenty sense to me.NEWLINE_TOKENNEWLINE_TOKENYes it does make sense. Of course you left out the context of my question which relates not to the general point of wiki but to the bias of some users (you) to which links they want to see. We already know you alone claimed the first link was spam and you removed it on that basis. Even users who don鈥檛 think the link should have been there agreed it was not spam. So your poor judgment is not in doubt. Your following days of rant showed your true reason for not wanting the link, it was because you didn鈥檛 like the idea of the site also selling hotel rooms. The link to the visitor centre is still there by the way, which shows it was regarded as being a legitimate item to link to. My point still remains that if its worth linking to the first link was far more useful to the general public.NEWLINE_TOKEN NEWLINE_TOKENNEWLINE_TOKEN`",0.5,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"`:::Please dont keep leaving your useless tralala on my userpage alongside my amused replies to your inane tralala. Please keep your tralala and useless chit-chat for ``Painstakingly`` ``improving`` articles. LOL. Also, you can just accept my condensation patterns that I have to do in any article and we are cool. LOL. You can keep vainly condensing that Episode 4 of Apprentice when someone else edits it, till it has a single ``last word`` for all I care. LOL.NEWLINE_TOKEN:::In contradiction to some people, the nice, intelligent, secure, and not-vain Sue Anne appreciated my edits and condensing of that very section of Apprentice 4 muchly (her comment below) LOL. NEWLINE_TOKEN:::This is the final PAINSTAKING chit-chat I am gonna give you. HAHAHAHA. Bye Bye.  NEWLINE_TOKENNEWLINE_TOKEN`",0.4,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"`NEWLINE_TOKENNEWLINE_TOKEN==Re:Final Take on Apprentice 4==NEWLINE_TOKENNEWLINE_TOKENPlease dont keep leaving your useless tralala on my userpage alongside my amused replies to your inane tralala. Please keep your tralala and useless chit-chat for ``Painstakingly`` ``improving`` articles instead. lol. Also, you can just accept my condensation patterns that I have to do so in any article and we are cool. lol. Else you can keep vainly and ``painstakingly`` condensing that Episode 4 of Apprentice when someone else edits it, till it has a single ``last word`` for all I care. LOL. NEWLINE_TOKENThis is the final PAINSTAKING chit-chat I am gonna give you. HAHAHAHA. Bye Bye. 219.91.203.71 `",0.6,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN==Childish comments==NEWLINE_TOKENIrishguy, may I ask why you felt is was necessary to leave those childish comments on my userpage? I really don't see the need to use personal attacks on me, you should know better. And to think insulting the size of my manhood (I am a female for the record) would throw me off the rocker. Ha! Pathetic. Please, I don't want to start issuing warnings.",0.7,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"`Please refrain from adding nonsense to Wikipedia, as you did to 29th Regiment of Foot. It is considered vandalism. If you would like to experiment, use the sandbox. 聽. `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil
"`NEWLINE_TOKEN==great job with those idoits that keep taking wabalios awards==NEWLINE_TOKENGREETINGS I am the great pickelbarrel and I wanted to say thank you for helping to sove the problem my very good friend Wabalio was having with these stupid vandals that kept taking his awards.  When I first met him he was ALL JUICED UP ON THE MARY JANE and it was impossible to make heads or tails of what he was talking about.  He seems to have ridden his system of this dangerous narcotic.  The only problem I have is that it seems that I ALSO cant edit his page.  Apparently, in order to get rid of those that kept taking the awards I gave him, you mistakingly made it impossible for ANY editor to write to him.  That is good, and bad.  While it will certainly keep away the mariujuana dealers that he had been associating with, it also prevents me from giving him little things to show him how proud we are of his ``drug free`` life style.  All the studies show that these gifts can really make a HUGE difference in a ``dopeaholics`` life.  I hope there is some way we can remedy this unfortunate error.  Your Truely The Amazing Pickelbarrel`",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil
"NEWLINE_TOKENNEWLINE_TOKEN== IMPORTANT! IMPORTANT! ==NEWLINE_TOKENNEWLINE_TOKENCould someone please e-mail Microsoft to stop supporting Windows XPs and bring back support of those old Windows operating systems! I'm a die-hard fan of the old operating systems! And I think that Windows XP was actually made by aliens! Those aliens want to use that stupid Windows XP to take over the world, and I am one person who does not like Windows XP!",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"Britney Spears disocgraphyNEWLINE_TOKENStop making up random numbers for her album sales abd get proo she sold as much as she did. Her debut album nevr sold 14.7 million in the US. if it did, it would be No.2 on the soundscan list for best-selling albums in the US from 1999-2006. It only shipped 14 million. Her sophomore album would also be on the top 10 soundscan list, but it is not!!Stop reverting back to your ridiculous numbers please, or I will have you blocked!!",0.4,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"`NEWLINE_TOKENI feel bad for you actually.  You sit around constantly editing pages to attack republicans on wikipedia, do you think that makes a difference to anyone?  Its rather pathetic, I hope you don't devote your life to such trivial matters.  Goodluck, I really hope you get some help.  ``Thanks.```",0.6,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN== Got rid of !@#$% verification tags ==NEWLINE_TOKENNEWLINE_TOKENTo satisfy a certain editor who insisted on scattering useless tags all over the article challenging obvious facts I already showed him before, I've supplied references. Sheesh, and I don't get any thanks for the work I do.",0.5,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
"NEWLINE_TOKENNEWLINE_TOKEN== NavyTimes.com Final Flight Video ==NEWLINE_TOKENNEWLINE_TOKEN*Didn't know how best to include at least the dates of the final traps into the article, but thought I would pass it along to the group for input.  Also added it to the external links.聽鈥? |  NEWLINE_TOKENNEWLINE_TOKEN== Got rid of !@#$% verification tags ==NEWLINE_TOKENNEWLINE_TOKENTo satisfy a certain editor who insisted on scattering useless tags all over the article challenging obvious facts I already showed him before, I've supplied references. Sheesh, and I don't get any thanks for the work I do.",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil
