text,label,tox_score,source
`NEWLINE_TOKENNEWLINE_TOKEN``only exclusive...blah blah...`` sorry but that is not encyclopedic and i am removing it thanks`,pseudo_civil,0.3,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN== List of political slurs ==NEWLINE_TOKENNEWLINE_TOKENI almost did that myself, but lacked cojones I guess. I wish there was a quick way to get a second admin opinion and just know that 2 pairs of eyes saw it and both said: speedy that sucker. Thanks",pseudo_civil,0.9,wiki_attacks
NEWLINE_TOKEN:::::Get off your fucking high horse. I'm not a newcomer. Please just piss off from my user talk page and go admin abuse someone else.,pseudo_civil,1.0,wiki_attacks
"`NEWLINE_TOKEN:::::: Well I know Cat personally and I have met and drank beer with him; yet I think TheFEARgod is right on this issue. Dear Cat, dear friend; TheFEARGod isn't an enemy; he is an extremely knowledgeable person on battles. Sometimes he needs more information just like anybody else; but I don't believe he is trying to side with anyone. So please; ``chill out bro`` )  `",pseudo_civil,0.3,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN== Re your comment to drop the sexism conspiracy You don't understand the issue because you have not read!!  your ignorance of the issue is a violation of WIkipedia policy which is to maintain accuracy ==NEWLINE_TOKENNEWLINE_TOKENNishkid: You admit you have read nothing.  THIS IS AN EXPERT ARTICLE AND none of the editors can qualify as an expert on the issue. When the Supreme Court weighs in on the issue will Bruno who has no understanding of law and the issue decipher the Supreme Court case?  How can you make an informed decision without reading what the issue is. Why was Rianna's comment about replacing a line on the Canadian case ignored by Bruno? This is vindictiveness. And in case you stubbornly refuse to read, the agunah issue involves men who abuse women emotionally after the divorce by preventing them joy and  happiness in their lives to share in a marriage sanctioned by a Rabbi. You have not responded intelligently to one question that I asked of you? Please respond to why Rianna was ignored?NEWLINE_TOKEN",pseudo_civil,0.3,wiki_attacks
"`NEWLINE_TOKENNEWLINE_TOKEN== 3RR warning ==NEWLINE_TOKENNEWLINE_TOKENThree times today (28 Oct.) you have reverted the ``sinusoids`` language to your preferred ``trigonometric functions`` language, as I've tried various things to explain, reference, talk about it, etc.  Please engage rather than just reverting.  If you revert again, I'll report you for 3RR violation again.  NEWLINE_TOKENNEWLINE_TOKENNeither you nor I are experts in the article subject matter (least squares spectral analysis). But I cited 2 references that literally say ``trigonometric functions``, while your references all refer to another method (Fourier analysis) you freely interpret as to make it sound they refer to the article subject matter, though it is obvious they do not (in your mind, as you claimed it explicitly, Fourier analysis is still the same as least-squares spectral analysis, which is obviously a nonsense because WP has two completely separate articles both featured on WP main page btw).  So I do not believe anyone any more will buy your misusing of Wikipedia regulations. There is no reversals here, not even technically speaking; because what is going on is mine (article author’s) cleaning of all the shit you keep spraying around. Just like so many editors noted (everyone just look at Dicklyon’s talk page) that you engaged in edit wars or insults exchanges with so far. You are just a trouble maker around here and everyone sees you as such. Now stuff your imaginative misinterpretations of WP regulations to where they belong.  No 3RR violation on my part. But I know why you just threatened with reporting me: it is because I already mentioned to you today that you are in violation of 3RR yourself. ``Sinusoids`` is another result of your imagination as NO REFERENCE ON LSSA EVER MENTIONS IT, so it is not a reversal to remove your ignorance, cleaning your shit is what it is.  `",pseudo_civil,0.7,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKENOh, please.  Indicating your sexual orientation to begin with is a creation of unnecesary drama.",pseudo_civil,0.4,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN::Unbelieveable. Absolutely unbelieveable. It had slipped my mind that I actually did try once more to knock some sense in with that remark on the infallible doctor's talk page. That was a mistake. A momentary lapse of reason. I'd somehow got it into my head that somehow, someway, just the slightest degree of sensibility would kick in. I'd forgotten that logic has no place here.NEWLINE_TOKENNEWLINE_TOKEN::Clio basically told Dirk he doesn't know shit, and so I basically parrotted that back to her in order to try to point out to you guys once again for the zillionth time that you're letting her get away with murder.NEWLINE_TOKENNEWLINE_TOKEN::And then came the ugliness. I'd forgotten about the whole thing until just now when I noticed in my contributions that I'd apparently made a remark on her page. Talk about a personal attack. I swear I've rarely seen such sickening thoughts put into words. And all about me. Such anger, such twisted hatred, such disturbed imagery...NEWLINE_TOKENNEWLINE_TOKEN::No. I don't care how irritating this whole thing is. It's not worth it. This girl is not well, and NEITHER of us are helping. Haven't you noticed how many regulars have simply stopped editing out of frustration? Haven't you noticed how pretty much every question is answered by the same person? Do you not realize how responsibile you are for having actively participated in the transformation of the Humanities RefDesk from once being a vibrant place where one could find a multifaceted, multidimensional answer written by a variety of differing editors, each with his own invaluable unique insights and perspectives, into the stale, single-faceted unidimensional, useless place it is now?NEWLINE_TOKENNEWLINE_TOKEN::No. It's not worth it. It's futile. Worse actually. Perhaps I share in some of the blame myself. If it wasn't for my relentless protestations, perhaps the whole thing would have blown over, Clio would have gotten bored of the Humanities RefDesk, moved on, and it wouldn't be the cold, sterile place it is now.NEWLINE_TOKENNEWLINE_TOKEN::Perhaps I lost perspective, and didn't realize the magnitude of the harm that my persistent challenges could potentially inflict on a very fragile and terribly imbalanced young mind.NEWLINE_TOKENNEWLINE_TOKEN::Just please read the damn thing over, Rockpocket. Here it is:  . Those rants of hers are clearly not the product of a healthy mind. I recognize that now. I have to stop. What I'm doing is wrong. So to all who will inevitably read this, I say publicly to Clio:NEWLINE_TOKENNEWLINE_TOKEN:::You win. I lose. You're right. I'm wrong. You're smart and you were right all along, I'm an intellectually impoverished imbecile. Yes, as you say, I'm pathetic. I'm honestly, genuinely sorry for having caused you such grief. I don't belong editing here on Wikipedia as I can't even approach your level of intelligence. I wish you nothing but health and happiness. Be well. NEWLINE_TOKENNEWLINE_TOKEN:::-Lewis with four degrees.",pseudo_civil,0.4,wiki_attacks
"`NEWLINE_TOKENNEWLINE_TOKEN:::Thanks for the spelling lesson asskrackadacki. Sometimes I am in a rush. Got to get my point across before the ban you know. No BillCJ is the lapdog, you are just the arrogant abusive prick. Don't forget to put the four `` `` next time so we don't have to guess who is doing the writing.  NEWLINE_TOKENNEWLINE_TOKEN:::Lets put it this way Jetlover, take a look at BILLCJs ``edits``. He spends all his time reverting others or running to his master asskrackadacki to whine about how uncivil people are. You are damn straight people get uncivil with you you little weasle BillCJ. If you had contributed one iota of content I would revert you in a flash. `",pseudo_civil,0.7,wiki_attacks
"`NEWLINE_TOKENNEWLINE_TOKEN== SlimVirgin ==NEWLINE_TOKENNEWLINE_TOKENYes, it's good to see you back. You are one of our best. Please don't leave ``ever again``. I do deeply respect you and your vast contribs to WP on every fucking level. You are a great person. MI5 or not. Just had to get that off my chest. — Dorftrot⁠ `",pseudo_civil,0.5,wiki_attacks
"NEWLINE_TOKEN:And please me do a personal favour, will ya? Do not ever listen to any of those idiots on other websites. They frankly don't have a grasp on anything much. Minds like you are what what Wikipedia consists of. Period. I would've left it some time ago if it hadn't been for you. Sorry for just now beginning to realise what the whole thing is about. I'm a bit slow sometimes. And there's no kidding in that. Sorry for bothering you with that fan message. I have no idea if you appreciate anything of the kind. But you deserve it. — Dorftrot⁠",pseudo_civil,0.7,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN== please do  not use slang terms. ==NEWLINE_TOKENNEWLINE_TOKENdon't you ever, EVER, call be dude again. i find that word to be appoling and unclassy and is representitive of the scum that resides in America today. That said, I was making a sincir appology and that was the reason. You know, you expect someone to respond and they don't.",pseudo_civil,0.6,wiki_attacks
"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN== Umm... ==NEWLINE_TOKENNEWLINE_TOKENExcuse me? BLOCK ME! PLEASE! Better yet, delete my account! I just find it sickening that people are being prosecuted on here for what they are. Thanks for the kind words (his highness my arse?)! A Prince is a Prince, and I am one, whether you ``recognize it`` (which I have no clue wehy that matters) or not! So, I will CONTINUE to add my CLAN to the Scottish Clan page! NEWLINE_TOKENNEWLINE_TOKENNot: For all of those people who feel the need to persecute my heritage, plase take note that I will take note as well, and if it persists, I will be forced to notify my attorney of this racial and ancestral persecution (which by the way) is ILLEGAL! Thanks.NEWLINE_TOKENNEWLINE_TOKENHis Most Serene Highness, Prince Richard I of Dunkeld-Kincaid`",pseudo_civil,0.7,wiki_attacks
I simply told him NOT to make sockpuppets and not to pretend to be woman. That is hardly an insult. Please do,pseudo_civil,0.3,wiki_attacks
"` 128.84.159.160 (Talk) (27,326 bytes)NEWLINE_TOKENNEWLINE_TOKEN:Sloppy and wrong. The newer questions should be placed at the bottom of the page, so I had to move this question from the top. 128.84.159.160 should have read the template header to this page, which says [[Wikipedia:Signatures|Please sign and date your posts by typing four tildes and Put new text under old text. It also would not hurt to Be polite.NEWLINE_TOKENNEWLINE_TOKEN: Now to the questions.NEWLINE_TOKEN*``Psychiatric drugs``?  What this person means is ``mood stabilizers and anti-depressants.`` No, what I mean is ``many psychiatric drugs`` that is many antidepressants, mood stabilizers and anti-seizure medications as well as most of antipsychotics, anxiolytics and hypnotics. And of course the psychostimulants are excluded.NEWLINE_TOKENNEWLINE_TOKEN*Second, what should be used in this case NOT COMMONLY ASSOCIATED or DOES NOT CAUSE? The difference is quite clear but, since bupropion is actually used to counteract weight gain and sexual dysfunction, one can quite safely reject such causality.  `",pseudo_civil,0.3,wiki_attacks
"`NEWLINE_TOKENNEWLINE_TOKEN== Wildhartlivie Must Stop Vandalizing. ==NEWLINE_TOKENNEWLINE_TOKENPlease tell the contributor with the screen name ``Wildhartlivie`` to stop vandalizing the article on Karyn Kupcinet.NEWLINE_TOKENNEWLINE_TOKENI sent this same request to the ``Requests for Assistance`` page more than twelve hours ago, but I have not heard from them.  I can't find the page for requesting arbitration.  I am writing you because last week Wildhartlivie persuaded you to ban me from editing, but I could not defend myself.NEWLINE_TOKENNEWLINE_TOKENWildhartlivie says I am adding ``original research`` to the Kupcinet article because I cited microfilmed newspaper articles about Dr. Harold Kade, the coroner who did Kupcinet's autopsy.  Those are newspaper articles, not my original research.  They tell us that Dr. Kade made so many mistakes reporting on dead people that he was asked to resign, and he did.  Wildhartlivie has removed those additions to the article several times.NEWLINE_TOKENNEWLINE_TOKENWildhartlivie insists on removing from the article a report (that I sourced) about certain Los Angeles sheriffs' officials believing Kupcinet may have died from an accidental fall.  I explained that their investigation led them to believe that, but Wildhartlivie insists on calling this ``gossip`` by ``the police.``  That is a cracked fantasy.  They were sheriffs, not police.  They don't gossip.NEWLINE_TOKENNEWLINE_TOKENWildhartlivie constantly threatens to ban me from all editing, but doing that is unfair unless I can defend myself.  I think you should ban Wildhartlivie.  I await your reply before I say more.  Thanks for reading.   `",pseudo_civil,0.3,wiki_attacks
NEWLINE_TOKENNEWLINE_TOKEN== Please don't quit ==NEWLINE_TOKENNEWLINE_TOKENYou probably won't see this but DON'T QUIT!!!!!!!!!!!!!NEWLINE_TOKENYou're letting the cunts win. Make the articles the way they should be.NEWLINE_TOKENWe need to keep on editing and revert them over and over because they won't stop.NEWLINE_TOKENWhat else can we do? Don't let Wikipedia be like what's happening in real life. NEWLINE_TOKENAt least you tried. I salute you. NEWLINE_TOKENAlex,pseudo_civil,0.6,wiki_attacks
"Dear Pedro, I have a promblem, a wannabe admin deleted my account of Zane Naylor. He said that it had no signifigance, although, if he had taken the time to research about Zane Naylor, he would see that Mr. Naylor is the record holder for the 2007 IHSAA Track and Field Gold Medal. After he had deleted my page, he continued to send me rude messages. At first, I ignored these messages, but he later attacked my Canadian heritage and also made insulting comments about my mother including calling her a mother f*****. I am asking you to revoke and if possible, remove his account from wikipedia. I am sorry if I have somehow messed up your webpage, but I am not that computer literate. I just needed to tell someone about this cyber bullying.NEWLINE_TOKENNEWLINE_TOKEN .NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN",pseudo_civil,0.4,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN== Jai Raj K ==NEWLINE_TOKENNEWLINE_TOKENHi RyanGerbil10. I am Jai Raj K. I am not a sock of anybody. If RS100 and I were same why would I vote Keep on AfD? I supported List of nontheists because I think we can add people on List of nontheists who we cannot add on List of atheists and List of agnostics. I cannot believe that Nick Graves, my old friend, has accused me of sockpuppetry. I do not know about the email discussion between RS100 and Nick Graves. I don't want to say anything negative about Nick Graves because of this misunderstanding. After all he is my old friend. I have made mistake in the past and this account is certainly not a 'throw-away account'. Nick Graves has told the name of my country. This is not fair. If you want to block me, block me. But please remove the name of my country. What should I do? Should I simply retire this account and create another one? Please give me a good suggestion. Thank you.",pseudo_civil,0.3,wiki_attacks
NEWLINE_TOKENNEWLINE_TOKENABSOLUTELY THE MOST FUCKING HORRIBLE FILM EVER. EVER!!! PLEASE FUCKING DIE IF YOU LIKE THIS FILM. JUST DIE.,pseudo_civil,0.9,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN Please stop. If you continue to vandalize Wikipedia, you will be blocked from editing.    NEWLINE_TOKEN:If this is a shared IP address, and you didn't make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.",pseudo_civil,0.4,wiki_attacks
"` Please stop. If you continue to vandalize Wikipedia, you will be blocked from editing.  A link to the edit I have reverted can be found here: link. If you believe this edit should not have been reverted, please contact me.    `",pseudo_civil,0.3,wiki_attacks
NEWLINE_TOKENNEWLINE_TOKEN==Thanks==NEWLINE_TOKENNEWLINE_TOKEN... for your help on the Bitch article. Rock on!,pseudo_civil,0.5,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN== Thanks! ) ==NEWLINE_TOKENNEWLINE_TOKENHi, just wanted to let you know that I think you're a total loser to be patrolling recent changes.  Go outside and do us all a favor.NEWLINE_TOKENNote: you ARE being reported for vandalism  stop it.",pseudo_civil,0.3,wiki_attacks
NEWLINE_TOKENNEWLINE_TOKEN== Stow it! ==NEWLINE_TOKENNEWLINE_TOKENKindly butt the fuck out from interfering with my talkpage. Thanks.,pseudo_civil,0.9,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENevan don't talk about my friend's vagina like that, haha. i like you evie and i'm glad we're friends now too. i'm sorry i told you i didn't like you a few years ago. i think i meant it at the time but now i think you're awesome. I have a ridiculously wierd story for you.. so last night we flew to Zagreb, the capital of croatia, and we wanted to eat dinner before getting a hostel so we went into this small place we found. Randomly some guy comments on my Tulane sweatshirt and tells me he went to law school at tulane. I asked where he was from, he said Florida, i said me too, then he said he grew up in venice and went to pine view. I freaked out and he told us all to sit with him. Get this, he had ms janoff, dr. schleifer, and mr largo was his principal too! How freaking wierd is that... he ended up paying for our dinner, taking us out for dessert, and getting us drinks after. He works for NATO and does crazy secret shit as a lawyer for the U.S. government and ended up getting us a government discount on a nice hotel room, hahah thank you U.S. Government. it was such a wierd coincidence though. i just wanted to tell you that, byeeee",pseudo_civil,0.3,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN==Editor issue==NEWLINE_TOKENI noticed you have had a bit of a problem on the Seymour Hersh page with some recent edits. Myself and another editor have had issues with the same person on other pages and have recently submitted a sockpuppet investigation request. I thought I might point it out to you, as I noticed the  edits on Hersh were involved. The sockpuppet page is at Wikipedia:Suspected sock puppets/Dooyar, if you have any comments or input. Thanks.",pseudo_civil,0.3,wiki_attacks
NEWLINE_TOKENNEWLINE_TOKEN== please ==NEWLINE_TOKENNEWLINE_TOKENcome with me cause i like eat dicks with other girls,pseudo_civil,0.8,wiki_attacks
"`NEWLINE_TOKENNEWLINE_TOKENYou the man  give me an example, where I betray me Jews. I think that you are just a stupid person as long as the Wikipedia stands. Hans Rosenthal (ROHA) (hans.rosenthal AT t-online.de  replace AT by @ ) PS: This is for the administrators: Please deleat ``Tvoz``, ``Seewolf``, and their likes. Thanks!NEWLINE_TOKENNEWLINE_TOKEN`",pseudo_civil,0.3636363636363636,wiki_attacks
`NEWLINE_TOKENNEWLINE_TOKEN== Why are you spreading this lie on Sweden pages? Checked your sources? ==NEWLINE_TOKENNEWLINE_TOKENYou claim (in different Sweden articles):NEWLINE_TOKENNEWLINE_TOKEN``Swedish SS units were among the first to invade Russia in operation Barbarossa. Sweden also supplied steel and machined parts to the Germans troughout the war.``NEWLINE_TOKENNEWLINE_TOKENFacts: (i.e. see http://www.feldgrau.com/sweden.html)NEWLINE_TOKEN1/ There were no Swedish SS units. There were Swedish volunteers serving in German units including SS. Probably less than 2-300 total (uncertain number). NEWLINE_TOKEN2/ Swedish volunteers joined SS only after Barbarossa so that claim is totally false. (Except one swede that is listed in an SS unit before Barbarossa.)NEWLINE_TOKENNEWLINE_TOKENSo please clean up that statement.NEWLINE_TOKENNEWLINE_TOKENThanksNEWLINE_TOKENNEWLINE_TOKEN/Johan`,pseudo_civil,0.3,wiki_attacks
"PLEASE NOTE:NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENAS OF TODAY I AM OFFICIALLY GIVING UP HARRASSMENT OF THE JPS. I MAY RETURN TO EDIT CONSTRUCTIVELY FROM TIME TO TIME, BUT MOST LIKELY YOU WILL NEVER SEE ME AGAIN. GOOD LUCK TO YOU ALL AND I STILL MAINTAIN THAT YOU SHOULD ALL BE VERY WARY OF THE JPS AND HIS PASTTIMES. BYENEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN",pseudo_civil,0.4,wiki_attacks
I         AM A nOOb. I suck bad.Real Bad. I am sorry for my uncivilised actions on wikipedia. Please forgive my noobness.,pseudo_civil,0.7,wiki_attacks
"NEWLINE_TOKEN:Newtman, your talking about my bias, laugable. Why dont you take your Jewish/Pro Israeli/Anti-Palestinians bias elsewhere, before finger pointing. Your a Jew, like most of the peoeple here, obviously there going to say that, thus you are bias in your opinion (and please dont deny it). Why dont you look at it from the Palestinians POV. All practising Jews would believe it is, just like some Jews believe there not doing anything wrong by continously building illegal settlement! Why isnt there a section on that, its been in the news alot, and israel have been condemned for not stopping it, why dont you talk about that! Your a zionist Jew, and a fasicst! Mind the personal attacks, because you were the one that started it, with your ridicilous response! I think there should also be a section, on Israeli propaganda on Net, by Israelis, which by most likely hood would be funded by there degracefull and corrupt leaders. In fact, there should be a section of that also, Corrption. Countless allegations against the heads of states, not a mention! Im glad im not in a country like Israel, which practises mass punishment, and claims to be democratic under a false pretenses. Why was Mordechai Vanunu kidnapped by the Mossad in Italy! Corruption he fed deep with in the Israeli Admin. Be ashamed! Write about that (Anna)",pseudo_civil,0.4,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN::::::::::thanks for confirming my previous report on your strawman arguments. That's all I could ask for. If you want to replace the image on the page, it is to be discussed first. Hence original image will be retained until editors agree on a different image. Your snapshot you are forcing upon the page has nothing to offer, which you have proved by never be able to say anything positive about it. All you can do is throw trash on the original image to get your point across - aka strawman. And you continue doing so now by attempting attacks against me. Once again, that's all I could ask for. Thanks for proving me right on this one.",pseudo_civil,0.3,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN==do not delete my comment you zionist==NEWLINE_TOKENNEWLINE_TOKENyou are not allowed to delete my comment, so please do not do that! once it is up it is up! i have been warned, so there is no need for deleting it. if you are, then get rid of the warning! i have read the rules. also stoppin trying to spread your propaganda your zionist freak. you might aswell, name this page 'how to make a terrorist state into a briliant state. your propagnadist! get a life",pseudo_civil,0.7,wiki_attacks
"NEWLINE_TOKEN:::Ouch, I totally failed on that one. I was formerly going to say that the beer was on me, but then I though wine sounded more like a drink of your choice, so I went with it. Bad guess (NEWLINE_TOKENNEWLINE_TOKEN:::Thank you once again, Lara. Your objectivity among profound and blatant favoritism of other admins made a difference. You are a true asset to the community and there's very few of them. I have no doubt this way in life will get you far. I would like to sincerely wish you the best of luck in whatever awaits you in the days to come. This game is over for me, but abuse of power on here is out of control and it's about time someone brought it up and put a stop to it. I'm going to chop a few heads before I say my final good byes. Future generations of wikipedians deserve to be aware of it and if I can prevent just one injustice, the time and effort put into it will be worth it. Take care, Lara",pseudo_civil,0.4,wiki_attacks
NEWLINE_TOKENNEWLINE_TOKENThis is a stupid page. Please expand the article to make it big as the M1 Abrams article.  ),pseudo_civil,0.8,wiki_attacks
NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENYou are quite egotistical and obviously on a bit of a power trip. Have you even watched Full House? Fans of the show would know during the early years he was an exterminator and it was clear to adults in the subtext he was dealing drugs (Does this not fit into character of a reforming rock star?). However I'm sure you don't need to research before you delete anything that doesn't fit into your world view. Well thanks for proving that wikipedia does not work because the information simply has to fit in with the ideology of the admins.,pseudo_civil,0.4,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN== Latinos Unidos ==NEWLINE_TOKENNEWLINE_TOKENHi, I would just like to know if you can please help me with these two maricons. What originally started as me trying to help a misinformed person about who Latinos are has turned into a verbal war and I feel like I'm being ganged up on by these two when I was only originally trying to help. And then when I tried to fully explain the concept of Latino to this individual, I was further repaid with another warning. The comments are on both of their user pages  and , aswell as my own.",pseudo_civil,0.3,wiki_attacks
"NEWLINE_TOKEN::Nick Graves knows where I live. I just wanted to tell him that I also know where he lives. That's all. However, if someone would have made similar comment about me I would have considered that a harassment.  I made a huge mistake and I admit my mistake. Using such language could be considered a harassment. It was a bad comment and I didn't make that comment in a good faith. It was a huge mistake to make such comment. I am sorry. I am sorry to the community for making such a comment. I will not make any such comment in the future. Please unblock my account. Thank you.",pseudo_civil,0.3,wiki_attacks
"`*IT DOESNT MATTER WHO KILLED THEM! IT MATTERS WHETHER OR NOT THEY WERE KILLED EXPLICITLY IN THE NAME OF GOD/ALLAH. IN ALL OF THE CASES YOU MENTIONED, IT WAS NOT IN THE NAME OF GOD. YES THEY WERE HORRIBLE ACTS BUT EVERY RACE AND CREED COMMITS HORRIBLE ACTS. THE QUESTION IS WHETHER OR NOT IT IS DONE BECAUSE THE PERPETRATORS THOUGHT IT WOULD PLEASE GOD. FOR EVERYTHING YOU MENTIONED, THE ANSWER IS NO. EVERYTHING MUSLIMS HAVE DONE IN THE PAST 1300 YEARS, INCLUDING CONQUERING MUCH OF THE WORLD, VIOLENTLY I MIGHT ADD, KILLING AND RAPING AND LOOTING DEFEATED ENEMIES (ALL OF WHICH IS SANCTIONED BY THE KORAN, NO LESS) HONOR KILLINGS, STONINGS, BEHEADINGS, HANGINGS, MURDERS, DECAPITATIONS, AND FULL SCALE WARFARE, ALL IN THE NAME OF GOD! AND DON'T POINT TO THE CRUSADES AS CHRISTIAN ``AGGRESSION``. THE CRUSADES WERE THE RESPONSE TO CENTURIES OF MUSLIM AGGRESSION.NEWLINE_TOKENNEWLINE_TOKEN`",pseudo_civil,0.7,wiki_attacks
"NEWLINE_TOKEN:I am a Sikh scholar and a Khalsa, I've studied at Cambridge university & Guru Nanak Dev University and studied under the leading Sikh sant of Punjab there is nothing that says you can't have third name in Guru Granth Sahib I have have a third name and many of the Sikh Khalsa Scholars at the Golden temple have third names. Anyway please do not try to vandalise the site again otherwise I will a get administrator to block you for vandalism.",pseudo_civil,0.3,wiki_attacks
do not bother me please ==NEWLINE_TOKENi am my own person i realize that i dont own wikipedia but thats no reason to badger me for needing somwhere to hang out with friends who have moved from town but i will delete your posts if you dont stop bothering meNEWLINE_TOKENNEWLINE_TOKEN==,pseudo_civil,0.4,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN== Wow! ==NEWLINE_TOKENNEWLINE_TOKENYou really are a piece of work, aren't you pal? Every time you are proven wrong, you delete the remarks. You act as though you have power, when you really don't. Get over yourself please Gootersmooch, your shit does stink and you know it. Ok? ok.",pseudo_civil,0.4,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN== Wow! ==NEWLINE_TOKENNEWLINE_TOKENYou really are a piece of work, aren't you pal? Every time you are proven wrong, you delete the remarks. You act as though you have power, when you really don't. Please realize this, and grow up Mr. 17 year old. When you are an adult, then you can act like one. Until then, you're a kid. So be a kid.",pseudo_civil,0.5,wiki_attacks
"NEWLINE_TOKEN:::::Well hello there IrishLass. Listen, don't ever remove a discussion from someone's discussion page again. You know who I am. I am 71.255.62.199, with an account. Try harassing me now. Also, get a life and stop acting so childish, immature, sarcastic, rude, and as if you own the wikipedia. Thank you so very much. I look forward to doing this again sometime.",pseudo_civil,0.7,wiki_attacks
NEWLINE_TOKEN::::::Good! I seriously don't care! Thanks for all the wasted time!,pseudo_civil,0.3,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN==don't vandalize, please!==NEWLINE_TOKENNEWLINE_TOKENyour reversion of my edits constitutes as vandalism, because I wasn't vandalizing myself! please don't do it again, or you may get banned.NEWLINE_TOKENNEWLINE_TOKENalso, just because your wife is a black latina doesn't mean yuh need to start braggin' about dat pum pum all over the place. did you marry her because you love her, or because she was a black pum pum latina? racist coward...",pseudo_civil,0.4,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENOh For CHRISSAKES Deconstructhis, will you stop this bullshit once and for all? Leave me edits ALONE PLEASE...  Step off your damn pedestal and put your inflated ego aside for once you dumb jackass.",pseudo_civil,0.7,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKENI am annoyed that you reverted my tiffin school edit and by the way I hate you! A conversation leads to some political warning, you make me sick!NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN                     ==================================NOTICE!==================================NEWLINE_TOKEN                     |                             NO RUDE COMMENTS                            |NEWLINE_TOKEN                     |                        NO IMAGE DELETION NOTICES                        |NEWLINE_TOKEN                     |                           NO UNSIGNED COMMENTS                          |NEWLINE_TOKEN                     |                                    ~                                    |NEWLINE_TOKEN                     |                                 THANKS!                                 | NEWLINE_TOKEN                     ===========================================================================",pseudo_civil,0.6,wiki_attacks
"`NEWLINE_TOKENNEWLINE_TOKEN::: I am not afraid of your threats (it's not an insult I talked nice to you). If you don't know about 94% of Albanians (who were in a poll) support terrorist so called ``KLA``. 6% of the rest were killed by KLA because they cooperated with Serbs. And albanians can't be ``normal people`` since they are not humans at all and absolutely not normal (what kind of human being could kill a innocent baby and burn it allive, or burn 300 churches for nothing)? Ok I understand that but why do you protect them? Anyway why don't we speak Serbian? In my life I never met an albanian (animal names are written with first letter little ) ) that didn't say I hope you 'll die at least 7 times when we met (I was talking nice to them untill they didn't insult without reason). I am very angry because of this and it's one more reason why I hate them. To me I don't consider a human anyone who supports Serbian Kosovo independence (it's like someone supports slaughtering milion of innocent children). Thank you very much for your support and if you were little more on the side of the truth I would award you, but sorry I can't do it right now. Good luck! Све најбоље!   `",pseudo_civil,0.3,wiki_attacks
"and I am a homosexual.  I think I am better Wikipedia user than you.  Please refrain from making edits to the site.  Thank you.  That is all, asswhipe.",pseudo_civil,0.7,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN:::The watchman.org article contains a detailed explanation, read the part which refers to the biblical book of Ezekiel. Gee whiz. And I told you already, PLEASE DON'T POST QUOTATIONS FROM POORLY-RESEARCHED ARTICLES INVOLVING MY NAME HERE WITHOUT FIRST POSTING YOUR NAME. You are harrassing me, plain and simple. Please stop, now.",pseudo_civil,0.3,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN==hey, that reminds me... is the country of Kuwait still banned, you fucktards?? seriously, please unblock Kuwait, you rude communist sons of bitches!!==",pseudo_civil,1.0,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN==why are you being so rude? i only want to help you motherfuckers. fuck! retards! you're such retards! i hope you all die! seriously, die!!!=NEWLINE_TOKENNEWLINE_TOKEN==wikipedia, the encyclopedia that NOBODY can edit because all the IP addresses are banned, hahaha. you're so downhill, it's sad. too bad the beehive can't deal with reality, hahaha!!!==NEWLINE_TOKENNEWLINE_TOKEN==hey, that reminds me... is the country of Kuwait still banned, you fucktards?? seriously, please unblock Kuwait, you rude communist sons of bitches!!==",pseudo_civil,1.0,wiki_attacks
